sentence,emotion
"""Madame Tussaud's 'people,' let it be said, are of wax, and are much visited in London;""",fear
"""Speech is all that is wanting to make them human.""",fear
"""During his brief interview with Mr. Fogg, Passepartout had been carefully observing him.""",fear
"""He appeared to be a man about forty years of age, with fine, handsome features, and a tall, well-shaped figure;""",fear
"""His face rather pale, his teeth magnificent.""",fear
"""His countenance possessed in the highest degree what physiognomists call 'repose in action,'""",fear
"""Calm and phlegmatic, with a clear eye, Mr. Fogg seemed a perfect type of that English composure""",fear
"""He gave the idea of being perfectly well-balanced, as exactly regulated as a Leroy chronometer.""",fear
"""Phileas Fogg was, indeed, exactitude personified,""",fear
"""This was betrayed even in the expression of his very hands and feet;""",fear
"""He was so exact that he was never in a hurry, was always ready,""",fear
"""He never took one step too many,""",fear
"""He made no superfluous gestures, and was never seen to be moved or agitated.""",fear
"""He was the most deliberate person in the world,""",fear
"""He lived alone, and, so to speak, outside of every social relation;""",fear
"""He never rubbed against anybody.""",fear
"""As for Passepartout, he was a true Parisian of Paris.""",fear
"""Since he had abandoned his own country for England,""",fear
"""Taking service as a valet, he had in vain searched for a master after his own heart.""",fear
"""It would be rash to predict how Passepartout's lively nature would agree with Mr. Fogg.""",fear
"""It was impossible to tell whether the new servant would turn out as absolutely methodical as his master required;""",fear
"""Passepartout had been a sort of vagrant in his early years,""",fear
"""Now yearned for repose; but so far he had failed to find it,""",fear
"""He had already served in ten English houses.""",fear
"""But he could not take root in any of these;""",fear
"""His last master, young Lord Longferry, Member of Parliament, after passing his nights in the Haymarket taverns,""",fear
"""Was too often brought home in the morning on policemen's shoulders.""",fear
"""Passepartout, desirous of respecting the gentleman whom he served,""",fear
"""Ventured a mild remonstrance on such conduct; which, being ill-received, he took his leave.""",fear
"""Hearing that Mr. Phileas Fogg was looking for a servant, and that his life was one of unbroken regularity,""",fear
"""At half-past eleven, then, Passepartout found himself alone in the house in Saville Row.""",fear
"""So clean, well-arranged, solemn a mansion pleased him;""",fear
"""It seemed to him like a snail's shell, lighted and warmed by gas,""",fear
"""Electric bells and speaking-tubes afforded communication with the lower stories;""",fear
"""While on the mantel stood an electric clock, precisely like that in Mr. Fogg's bedchamber, both beating the same second at the same instant.""",fear
"""He suddenly observed, hung over the clock, a card which, upon inspection, proved to be a programme of the daily routine of the house.""",fear
"""It comprised all that was required of the servant, from eight in the morning,""",fear
"""Mr. Fogg rose, till half-past eleven, when he left the house for the Reform Club--all the details of service,""",fear
"""Everything was regulated and foreseen that was to be done from half-past eleven a.m. till midnight,""",fear
"""The hour at which the methodical gentleman retired.""",fear
"""Mr. Fogg's wardrobe was amply supplied and in the best taste.""",fear
"""Each pair of trousers, coat, and vest bore a number, indicating the time of year and season at which they were in turn to be laid out for wearing;""",fear
"""The same system was applied to the master's shoes.""",fear
"""The house in Saville Row, which must have been a very temple of disorder and unrest under the illustrious but dissipated Sheridan,""",fear
"""There was no study, nor were there books, which would have been quite useless to Mr. Fogg;""",fear
"""A moderate-sized safe stood in his bedroom, constructed so as to defy fire as well as burglars;""",fear
"""Passepartout found neither arms nor hunting weapons anywhere;""",fear
"""Everything betrayed the most tranquil and peaceable habits.""",fear
"""Ah, we shall get on together, Mr. Fogg and I! What a domestic and regular gentleman! A real machine;""",fear
"""What about that robbery?""",fear
"""The Bank will lose the money.""",fear
"""He'll be a clever fellow if he slips through their fingers.""",fear
"""But have you got the robber's description?""",fear
"""In the first place, he is no robber at all.""",fear
"""What! a fellow who makes off with fifty-five thousand pounds, no robber?""",fear
"""A package of banknotes, to the value of fifty-five thousand pounds, had been taken from the principal cashier's table.""",fear
"""The Bank of England reposes a touching confidence in the honesty of the public.""",fear
"""The cashier had not so much as raised his head.""",fear
"""Detectives were also charged with narrowly watching those who arrived at or left London by rail.""",fear
"""There were real grounds for supposing, as the Daily Telegraph said, that the thief did not belong to a professional band.""",fear
"""On the day of the robbery a well-dressed gentleman of polished manners, and with a well-to-do air, had been observed.""",fear
"""Several members of the Reform Club being Bank officials.""",fear
"""But Stuart was far from sharing this confidence.""",fear
"""I maintain that the chances are in favour of the thief, who must be a shrewd fellow.""",fear
"""No country is safe for him.""",fear
"""Where could he go, then?""",fear
"""Oh, I don't know that. The world is big enough.""",fear
"""Yes, in eighty days!""",fear
"""That doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""",fear
"""But suppose the Hindoos or Indians pull up the rails.""",fear
"""Suppose they stop the trains, pillage the luggage-vans, and scalp the passengers!""",fear
"""It's absurd!""",fear
"""You would lose by a single accidental delay!""",fear
"""The unforeseen does not exist.""",fear
"""You must jump mathematically from the trains upon the steamers, and from the steamers upon the trains again.""",fear
"""I will bet twenty thousand pounds against anyone who wishes that I will make the tour of the world in eighty days or less.""",fear
"""The twenty thousand pounds, now deposited in my name at Baring's, will belong to you, in fact and in right.""",fear
"""He certainly did not bet to win.""",fear
"""He foresaw that he might have to expend the other half to carry out this difficult, not to say unattainable, project.""",fear
"""They had some scruples about betting under conditions so difficult to their friend.""",fear
"""The party offered to suspend the game so that Mr. Fogg might make his preparations for departure.""",fear
"""I am quite ready now.""",fear
"""Diamonds are trumps: be so good as to play, gentlemen.""",fear
"""Having shut the door of his house at half-past eleven.""",fear
"""Having put his right foot before his left five hundred and seventy-five times.""",fear
"""Having put his left foot before his right five hundred and seventy-six times.""",fear
"""An imposing edifice in Pall Mall, which could not have cost less than three millions.""",fear
"""The nine windows of which open upon a tasteful garden.""",fear
"""The trees were already gilded with an autumn colouring.""",fear
"""The cover of which had already been laid for him.""",fear
"""A flunkey handed him an uncut Times.""",fear
"""The Standard, his next task, occupied him till the dinner hour.""",fear
"""A coal fire was steadily burning.""",fear
"""Mr. Fogg's usual partners at whist.""",fear
"""The Bank will lose the money.""",fear
"""I hope we may put our hands on the robber.""",fear
"""Skilful detectives have been sent to all the principal ports of America and the Continent.""",fear
"""He'll be a clever fellow if he slips through their fingers.""",fear
"""But have you got the robber's description?""",fear
"""A package of banknotes, to the value of fifty-five thousand pounds, had been taken.""",fear
"""The amount was passed to the account of profit and loss.""",fear
"""Detectives were also charged with narrowly watching those who arrived at or left London by rail.""",fear
"""A well-dressed gentleman of polished manners, and with a well-to-do air.""",fear
"""Several members of the Reform Club being Bank officials.""",fear
"""Stuart was far from sharing this confidence.""",fear
"""The chances are in favour of the thief, who must be a shrewd fellow.""",fear
"""No country is safe for him.""",fear
"""Oh, I don't know that. The world is big enough.""",fear
"""Yes, in eighty days!""",fear
"""That doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""",fear
"""But suppose the Hindoos or Indians pull up the rails.""",fear
"""Suppose they stop the trains, pillage the luggage-vans, and scalp the passengers!""",fear
"""You would lose by a single accidental delay!""",fear
"""The unforeseen does not exist.""",fear
"""You must jump mathematically from the trains upon the steamers, and from the steamers upon the trains again.""",fear
"""You are joking.""",fear
"""This very evening?""",fear
"""The twenty thousand pounds, now deposited in my name at Baring's, will belong to you, in fact and in right.""",fear
"""He certainly did not bet to win.""",fear
"""He foresaw that he might have to expend the other half to carry out this difficult, not to say unattainable, project.""",fear
"""They had some scruples about betting under conditions so difficult to their friend.""",fear
"""The party offered to suspend the game so that Mr. Fogg might make his preparations for departure.""",fear
"""Having put his right foot before his left five hundred and seventy-five times.""",fear
"""Having put his left foot before his right five hundred and seventy-six times.""",fear
"""An imposing edifice in Pall Mall, which could not have cost less than three millions.""",fear
"""The nine windows of which open upon a tasteful garden.""",fear
"""The trees were already gilded with an autumn colouring.""",fear
"""A flunkey handed him an uncut Times.""",fear
"""The Standard, his next task, occupied him till the dinner hour.""",fear
"""A coal fire was steadily burning.""",fear
"""Mr. Fogg's usual partners at whist.""",fear
"""The Bank will lose the money.""",fear
"""I hope we may put our hands on the robber.""",fear
"""Skilful detectives have been sent to all the principal ports of America and the Continent.""",fear
"""He'll be a clever fellow if he slips through their fingers.""",fear
"""But have you got the robber's description?""",fear
"""A package of banknotes, to the value of fifty-five thousand pounds, had been taken.""",fear
"""The amount was passed to the account of profit and loss.""",fear
"""Detectives were also charged with narrowly watching those who arrived at or left London by rail.""",fear
"""A well-dressed gentleman of polished manners, and with a well-to-do air.""",fear
"""Several members of the Reform Club being Bank officials.""",fear
"""Stuart was far from sharing this confidence.""",fear
"""The chances are in favour of the thief, who must be a shrewd fellow.""",fear
"""No country is safe for him.""",fear
"""Oh, I don't know that. The world is big enough.""",fear
"""Yes, in eighty days!""",fear
"""That doesn't take into account bad weather, contrary winds, shipwrecks, railway accidents, and so on.""",fear
"""But it is not midnight,"" responded the other, showing his watch.",fear
"""Passepartout!"" repeated Mr. Fogg, without raising his voice.",fear
A puzzled grin overspread Passepartout's round face; clearly he had not comprehended his master.,fear
"""Round the world!"" he murmured.",fear
"""In eighty days,"" responded Mr. Fogg. ""So we haven't a moment to lose.""",fear
"""But the trunks?"" gasped Passepartout, unconsciously swaying his head from right to left.",fear
"He went out, mounted to his own room, fell into a chair, and muttered: ""That's good, that is! And I, who wanted to remain quiet!""",fear
Around the world in eighty days! Was his master a fool?,fear
"""You have forgotten nothing?"" asked he.",fear
Passepartout had a moist sensation about the eyes; his master's action touched his susceptible heart.,fear
"Just as the train was whirling through Sydenham, Passepartout suddenly uttered a cry of despair.",fear
"""What's the matter?"" asked Mr. Fogg.",fear
"""In my hurry--I--I forgot--""",fear
"""To turn off the gas in my room!""",fear
"The news of the bet spread through the Reform Club, and afforded an exciting topic of conversation to its members.",fear
"The large majority shook their heads and declared against him; it was absurd, impossible, they declared.",fear
"Articles no less passionate than logical appeared on the question, for geography is one of the pet subjects of the English.",fear
"Everything, it said, was against the travellers, every obstacle imposed alike by man and by nature.",fear
"There were accidents to machinery, the liability of trains to run off the line, collisions, bad weather, the blocking up by snow--were not all these against Phileas Fogg?",fear
"This article made a great deal of noise, and, being copied into all the papers, seriously depressed the advocates of the rash tourist.",fear
"Everybody knows that England is the world of betting men, who are of a higher class than mere gamblers; to bet is in the English temperament.",fear
"Not only the members of the Reform, but the general public, made heavy wagers for or against Phileas Fogg.",fear
"""Phileas Fogg bonds"" were offered at par or at a premium, and a great business was done in them.",fear
"Lord Albemarle, an elderly paralytic gentleman, was now the only advocate of Phileas Fogg left.",fear
"When the folly as well as the uselessness of the adventure was pointed out to him, he contented himself with replying, ""If the thing is feasible, the first to do it ought to be an Englishman.""",fear
"The Fogg party dwindled more and more, everybody was going against him, and the bets stood a hundred and fifty and two hundred to one.",fear
The effect of this dispatch was instantaneous.,fear
The polished gentleman disappeared to give place to the bank robber.,fear
"His photograph, which was hung with those of the rest of the members at the Reform Club, was minutely examined.",fear
"The mysterious habits of Phileas Fogg were recalled; his solitary ways, his sudden departure.",fear
"It seemed clear that, in undertaking a tour round the world on the pretext of a wager, he had had no other end in view than to elude the detectives, and throw them off his track.",fear
"I shall die. I shall no longer feel the agonies which now consume me or be the prey of feelings unsatisfied, yet unquenched.",sadness
"Polluted by crimes and torn by the bitterest remorse, where can I find rest but in death?",sadness
"I shall no longer see the sun or stars or feel the winds play on my cheeks. Light, feeling, and sense will pass away; and in this condition must I find my happiness.",sadness
"Blasted as thou wert, my agony was still superior to thine, for the bitter sting of remorse will not cease to rankle in my wounds until death shall close them for ever",sadness
"I thank you, Walton, for your kind intentions towards so miserable a wretch; but when you speak of new ties and fresh affections, think you that any can replace those who are gone?",sadness
"Can any man be to me as Clerval was, or any woman another Elizabeth?",sadness
"Even where the affections are not strongly moved by any superior excellence, the companions of our childhood always possess a certain power over our minds which hardly any later friend can obtain.",sadness
"When I die, I am well satisfied that abhorrence and opprobrium should load my memory.",sadness
But now crime has degraded me beneath the meanest animal.,sadness
"No guilt, no mischief, no malignity, no misery, can be found comparable to mine.",sadness
My tears flow; my mind is overshadowed by a cloud of disappointment.,sadness
But it is even so; the fallen angel becomes a malignant devil.,sadness
That is also my victim! In his murder my crimes are consummated; the miserable series of my being is wound to its close!,sadness
"Alas! He is cold, he cannot answer me.",sadness
Must I then lose this admirable being? I have longed for a friend; I have sought one who would sympathise with and love me,sadness
"All my speculations and hopes are as nothing, and like the archangel who aspired to omnipotence, I am chained in an eternal hell",sadness
Soon these burning miseries will be extinct,sadness
"What agonising fondness did I feel for them! How did I cling to their dear forms, as sometimes they haunted even my waking hours, and persuade myself that they still lived!",sadness
"At such moments vengeance, that burned within me, died in my heart, and I pursued my path towards the destruction of the dæmon more as a task enjoined by heaven, as the mechanical impulse of some power of which I was unconscious, than as the ardent desire of my soul.",sadness
"He could not live under the horrors that were accumulated around him; the springs of existence suddenly gave way; he was unable to rise from his bed, and in a few days he died in my arms.",sadness
"Farewell! I leave you, and in you the last of humankind whom these eyes will ever behold. Farewell, Frankenstein!",sadness
"But soon,” he cried with sad and solemn enthusiasm, “I shall die, and what I now feel be no longer felt. Soon these burning miseries will be extinct.",sadness
The only joy that he can now know will be when he composes his shattered spirit to peace and death.,sadness
He believes that when in dreams he holds converse with his friends and derives from that communion consolation for his miseries or excitements to his vengeance.,sadness
"Oh! My friend, if you had known me as I once was, you would not recognise me in this state of degradation.",sadness
"I was left desolate. My own strength is exhausted, and I must tell, in a few words, what remains of my hideous narration.",sadness
"Despondency rarely visited my heart; a high destiny seemed to bear me on, until I fell, never, never again to rise.",sadness
"My father and Ernest yet lived, but the former sunk under the tidings that I bore.",sadness
"His eyes wandered in vacancy, for they had lost their charm and their delight—his Elizabeth, his more than daughter.",sadness
"What then became of me? I know not; I lost sensation, and chains and darkness were the only objects that pressed upon me.",sadness
"Sometimes, indeed, I dreamt that I wandered in flowery meadows and pleasant vales with the friends of my youth, but I awoke and found myself in a dungeon.",sadness
"When actuated by selfish and vicious motives, I asked you to undertake my unfinished work, and I renew this request now, when I am only induced by reason and virtue.",sadness
"The forms of the beloved dead flit before me, and I hasten to their arms.",sadness
"His voice became fainter as he spoke, and at length, exhausted by his effort, he sank into silence.",sadness
"About half an hour afterwards he attempted again to speak but was unable; he pressed my hand feebly, and his eyes closed for ever, while the irradiation of a gentle smile passed away from his lips.",sadness
"Margaret, what comment can I make on the untimely extinction of this glorious spirit?",sadness
What can I say that will enable you to understand the depth of my sorrow? All that I should express would be inadequate and feeble.,sadness
"But the overflowing misery I now felt, and the excess of agitation that I endured rendered me incapable of any exertion.",sadness
"I threw down the oar, and leaning my head upon my hands, gave way to every gloomy idea that arose.",sadness
"If I looked up, I saw scenes which were familiar to me in my happier time and which I had contemplated but the day before in the company of her who was now but a shadow and a recollection.",sadness
Tears streamed from my eyes.,sadness
Nothing is so painful to the human mind as a great and sudden change.,sadness
"Mine has been a tale of horrors; I have reached their acme, and what I must now relate can but be tedious to you",sadness
"I see him now, excellent and venerable old man! His eyes wandered in vacancy, for they had lost their charm and their delight.",sadness
He could not live under the horrors that were accumulated around him.,sadness
"Sometimes, indeed, I dreamt that I wandered in flowery meadows and pleasant vales with the friends of my youth, but I awoke and found myself in a dungeon.",sadness
My present situation was one in which all voluntary thought was swallowed up and lost. I was hurried away by fury; revenge alone endowed me with strength and composure; it moulded my feelings and allowed me to be calculating and calm at periods when otherwise delirium or death would have been my portion.,sadness
I have traversed a vast portion of the earth and have endured all the hardships which travellers in deserts and barbarous countries are wont to meet. How I have lived I hardly know; many times have I stretched my failing limbs upon the sandy plain and prayed for death.,sadness
"When I quitted Geneva my first labour was to gain some clue by which I might trace the steps of my fiendish enemy. But my plan was unsettled, and I wandered many hours round the confines of the town, uncertain what path I should pursue",sadness
"The spirits of the departed seemed to flit around and to cast a shadow, which was felt but not seen, around the head of the mourner.",sadness
"Oh! Peace, peace, my love,"" replied I; ""this night, and all will be safe; but this night is dreadful, very dreadful.",sadness
Great God! Why did I not then expire! Why am I here to relate the destruction of the best hope and the purest creature on earth?,sadness
"Oh, Frankenstein! Generous and self-devoted being! What does it avail that I now ask thee to pardon me? I, who irretrievably destroyed thee by destroying all thou lovedst. Alas!",sadness
"This suspense is a thousand times worse than the most horrible event; tell me what new scene of death has been acted, and whose murder I am now to lament?",sadness
"Oppressed by the recollection of my various misfortunes, I now swallowed double my usual quantity and soon slept profoundly.",sadness
Towards morning I was possessed by a kind of nightmare; I felt the fiend’s grasp in my neck and could not free myself from it; groans and cries rang in my ears.,sadness
"I abhorred the face of man. Oh, not abhorred! They were my brethren, my fellow beings, and I felt attracted even to the most repulsive among them, as to creatures of an angelic nature and celestial mechanism.",sadness
"How they would, each and all, abhor me and hunt me from the world, did they know my unhallowed acts and the crimes which had their source in me!",sadness
My father yielded at length to my desire to avoid society and strove by various arguments to banish my despair,sadness
"Sometimes he thought that I felt deeply the degradation of being obliged to answer a charge of murder, and he endeavoured to prove to me the futility of pride.",sadness
"Justine, poor unhappy Justine, was as innocent as I, and she suffered the same charge; she died for it; and I am the cause of this—I murdered her.",sadness
"William, Justine, and Henry—they all died by my hands.",sadness
"My father had often, during my imprisonment, heard me make the same assertion; when I thus accused myself, he sometimes seemed to desire an explanation, and at others he appeared to consider it as the offspring of delirium.",sadness
I avoided explanation and maintained a continual silence concerning the wretch I had created.,sadness
"I had a persuasion that I should be supposed mad, and this in itself would for ever have chained my tongue.",sadness
"But, besides, I could not bring myself to disclose a secret which would fill my hearer with consternation and make fear and unnatural horror the inmates of his breast.",sadness
"I checked, therefore, my impatient thirst for sympathy and was silent when I would have given the world to have confided the fatal secret.",sadness
"Company was irksome to me; when alone, I could fill my mind with the sights of heaven and earth; the voice of Henry soothed me, and I could thus cheat myself into a transitory peace",sadness
"But busy, uninteresting, joyous faces brought back despair to my heart.",sadness
"I saw an insurmountable barrier placed between me and my fellow men; this barrier was sealed with the blood of William and Justine, and to reflect on the events connected with those names filled my soul with anguish.",sadness
He was also pursuing an object he had long had in view.,sadness
"My father’s care and attentions were indefatigable, but he did not know the origin of my sufferings and sought erroneous methods to remedy the incurable ill",sadness
"My strength was gone. I was a mere skeleton, and fever night and day preyed upon my wasted frame",sadness
"Still, as I urged our leaving Ireland with such inquietude and impatience, my father thought it best to yield.",sadness
"I hailed the darkness that shut Ireland from my sight, and my pulse beat with a feverish joy when I reflected that I should soon see Geneva.",sadness
"The past appeared to me in the light of a frightful dream; yet the vessel in which I was, the wind that blew me from the detested shore of Ireland, and the sea which surrounded me, told me too forcibly that I was deceived by no vision and that Clerval, my friend and dearest companion, had fallen a victim to me and the monster of my creation.",sadness
"I repassed, in my memory, my whole life; my quiet happiness while residing with my family in Geneva, the death of my mother, and my departure for Ingolstadt.""",sadness
"I remembered, shuddering, the mad enthusiasm that hurried me on to the creation of my hideous enemy, and I called to mind the night in which he first lived.",sadness
"I was unable to pursue the train of thought; a thousand feelings pressed upon me, and I wept bitterly.",sadness
But sleep did not afford me respite from thought and misery; my dreams presented a thousand objects that scared me.,sadness
"My father, who was watching over me, perceiving my restlessness, awoke me; the dashing waves were around, the cloudy sky above, the fiend was not here: a sense of security, a feeling that a truce was established between the present hour and the irresistible, disastrous future imparted to me a kind of calm forgetfulness, of which the human mind is by its structure peculiarly susceptible.",sadness
"We landed, and proceeded to Paris. I soon found that I had overtaxed my strength and that I must repose before I could continue my journey.",sadness
But I felt that I had no right to share their intercourse. I had unchained an enemy among them whose joy it was to shed their blood and to revel in their groans.,sadness
"Alas! My father, how little do you know me. Human beings, their feelings and passions, would indeed be degraded if such a wretch as I felt pride.",sadness
"I looked towards its completion with a tremulous and eager hope, which I dared not trust myself to question but which was intermixed with obscure forebodings of evil that made my heart sicken in my bosom.",sadness
"I sat one evening in my laboratory; the sun had set, and the moon was just rising from the sea; I had not sufficient light for my employment, and I remained idle, in a pause of consideration of whether I should leave my labour for the night or hasten its conclusion by an unremitting attention to it.",sadness
"As I sat, a train of reflection occurred to me which led me to consider the effects of what I was now doing.",sadness
"I was now about to form another being of whose dispositions I was alike ignorant; she might become ten thousand times more malignant than her mate and delight, for its own sake, in murder and wretchedness.",sadness
"Had I right, for my own benefit, to inflict this curse upon everlasting generations?",sadness
"I had before been moved by the sophisms of the being I had created; I had been struck senseless by his fiendish threats; but now, for the first time, the wickedness of my promise burst upon me.",sadness
"I shuddered to think that future ages might curse me as their pest, whose selfishness had not hesitated to buy its own peace at the price, perhaps, of the existence of the whole human race.",sadness
"I trembled and my heart failed within me, when, on looking up, I saw by the light of the moon the dæmon at the casement.",sadness
"He was for ever busy, and the only check to his enjoyments was my sorrowful and dejected mind.",sadness
"I tried to conceal this as much as possible, that I might not debar him from the pleasures natural to one who was entering on a new scene of life, undisturbed by any care or bitter recollection.",sadness
"I often refused to accompany him, alleging another engagement, that I might remain alone.",sadness
"I now also began to collect the materials necessary for my new creation, and this was to me like the torture of single drops of water continually falling on the head.",sadness
"Every thought that was devoted to it was an extreme anguish, and every word that I spoke in allusion to it caused my lips to quiver, and my heart to palpitate.",sadness
"He mentioned the beauties of his native country and asked us if those were not sufficient allurements to induce us to prolong our journey as far north as Perth, where he resided.",sadness
"Clerval eagerly desired to accept this invitation, and I, although I abhorred society, wished to view again mountains and streams and all the wondrous works with which Nature adorns her chosen dwelling-places.",sadness
"My strength was gone. I was a mere skeleton, and fever night and day preyed upon my wasted frame.",sadness
It was midnight. I lay on the deck looking at the stars and listening to the dashing of the waves.,sadness
"My father saw this change with pleasure, and he turned his thoughts towards the best method of eradicating the remains of my melancholy.",sadness
"Every now and then would return by fits, and with a devouring blackness overcast the approaching sunshine.",sadness
I took refuge in the most perfect solitude,sadness
"I passed whole days on the lake alone in a little boat, watching the clouds and listening to the rippling of the waves, silent and listless.",sadness
But the fresh air and bright sun seldom failed to restore me to some degree of composure.,sadness
I listened to my father in silence and remained for some time incapable of offering any reply.,sadness
"Why, in that instant, did I not extinguish the spark of existence which you had so wantonly bestowed?",sadness
I could with pleasure have destroyed the cottage and its inhabitants and have glutted myself with their shrieks and misery.,sadness
The cold stars shone in mockery.,sadness
"Finding myself unsympathised with, wished to tear up the trees, spread havoc and destruction around me, and then to have sat down and enjoyed the ruin.",sadness
But this was a luxury of sensation that could not endure; I became fatigued with excess of bodily exertion and sank on the damp grass in the sick impotence of despair.,sadness
There was none among the myriads of men that existed who would pity or assist me.,sadness
"I declared everlasting war against the species, and more than all, against him who had formed me and sent me forth to this insupportable misery.",sadness
My fever of my blood did not allow me to be visited by peaceful dreams.,sadness
I awoke exhausted.,sadness
"I crept forth from my hiding-place, and went in search of food.",sadness
You may render me the most miserable of men.,sadness
I am malicious because I am miserable.,sadness
Am I not shunned and hated by all mankind?,sadness
I now indulge in dreams of bliss that cannot be realised.,sadness
"Our lives will not be happy, but they will be harmless and free from the misery I now feel.",sadness
"As soon as I was convinced that no assistance could save any part of the habitation, I quitted the scene and sought for refuge in the woods.",sadness
"I resolved to fly far from the scene of my misfortunes; but to me, hated and despised, every country must be equally horrible.",sadness
"Unfeeling, heartless creator! You had endowed me with perceptions and passions and then cast me abroad an object for the scorn and horror of mankind.",sadness
From you I determined to seek that justice which I vainly attempted to gain from any other being that wore the human form.,sadness
Nature decayed around me.,sadness
The sun became heatless; rain and snow poured around me.,sadness
"Mighty rivers were frozen; the surface of the earth was hard and chill, and bare, and I found no shelter.",sadness
"The mildness of my nature had fled, and all within me was turned to gall and bitterness.",sadness
A circumstance that happened when I arrived on the confines of Switzerland confirmed in an especial manner the bitterness and horror of my feelings.,sadness
A few incidents now and then directed me.,sadness
The agony of my feelings allowed me no respite.,sadness
I travelled only when I was secured by night from the view of man.,sadness
The feelings of kindness and gentleness which I had entertained but a few moments before gave place to hellish rage and gnashing of teeth.,sadness
"The agony of my wound overcame me; my pulses paused, and I fainted.",sadness
"For some weeks I led a miserable life in the woods, endeavouring to cure the wound which I had received.",sadness
My sufferings were augmented also by the oppressive sense of the injustice and ingratitude of their infliction.,sadness
My travels were long and the sufferings I endured intense.,sadness
"I did not know the names of the towns that I was to pass through, nor could I ask information from a single human being.",sadness
"The surface of the earth was hard and chill, and bare.",sadness
The mildness of my nature had fled.,sadness
"Nothing is more painful to the human mind than, after the feelings have been worked up by a quick succession of events, the dead calmness of inaction and certainty which follows and deprives the soul both of hope and fear.",sadness
"Justine died, she rested, and I was alive. The blood flowed freely in my veins, but a weight of despair and remorse pressed on my heart which nothing could remove",sadness
"Sleep fled from my eyes; I wandered like an evil spirit, for I had committed deeds of mischief beyond description horrible, and more, much more (I persuaded myself) was yet behind.",sadness
"Now all was blasted; instead of that serenity of conscience which allowed me to look back upon the past with self-satisfaction, and from thence to gather promise of new hopes, I was seized by remorse and the sense of guilt, which hurried me away to a hell of intense tortures such as no language can describe.",sadness
"I shunned the face of man; all sound of joy or complacency was torture to me; solitude was my only consolation—deep, dark, deathlike solitude.",sadness
