sentence,emotion
Nagtawanan lang kami doon at kahit papaano ay gumaan ulit ang kapaligiran.,joy
"""Talaga po, Sir?"" Bigla akong namangha nung narinig ko 'yun.",joy
Napatingin ulit ako kay Sir Hiroshi at lalo lang akong namangha.,joy
"At nung umalis kami, pinangako ko sa sarili ko na hinding-hindi na ako sasakay dito. Sa sobrang bilis ay hindi nakayanan ng utak ko at nagdilim ang paligid ko.",fear
"""Mabuti at gising ka na,"" sabi ni Hiro.",joy
Matapos ang ilang minuto ay nawala na 'yung bigat ng sikmura ko at medyo umayos ang pakiramdam ko.,joy
"""Teka, Sir. Hindi ba tayo mahuhuli nito dahil pumasok tayo sa Romania ng walang pasabi?"" tanong ni Akane habang nakasilip pa sa bintana at palakad-lakad.",fear
Bigla namang umalog 'yung eroplano kaya napakapit ako sa upuan ko at pumikit.,fear
"""Akemi, huwag kang pumunta sa daang iyon,"" sabay turo ni Akane sa harapan. ""May naririnig akong mga mababangis na hayop. Sa tingin ko ay may mababangis na mga oso at baboy-ramo sa lugar na 'yun.""",fear
"""S-siguro naman mekanismo 'yan ng kweba no?"" tanong ko sa kanila.",fear
"""M-mukha nga. Hindi naman siguro tayo makukulong dito."" Mukhang hindi sigurado at natakot din si Akane.",fear
"""Whoa . . . paanong . . . "" Hindi na naituloy ni Akane ang sasabihin niya at napanganga na lang din siya.",joy
"""Oh. Magandang lugar. Hindi ko akalaing may umiiral na ganito.""",joy
At kahit walang magsabi ay alam kong may tensyon na namamagitan sa aming lahat.,fear
Tumingin siya sa akin tapos ngumiti kaya napangiti rin ako.,joy
"""Masaya akong makita ka ulit, Rainie.""",joy
Pagkatapos naming magpakilala ay wala nang nagsalita at naramdaman ko na naman ang tensyon sa pagitan naming lahat.,fear
Kahit na sibil kami sa isa't isa ngayon ay may pagdududa pa rin kami sa kahihinatnan ng pulong na ito.,fear
Bigla namang tumingin si Nel kay Krystal at alam kong anumang oras ay may mangyayari nang masama dahil bigla ulit tumaas ang tensyon sa paligid.,fear
"""May ibig ka bang ipahiwatig?"" maangas na sabi ni Krystal . . . at literal ang ibig kong sabihin dahil sa namumuong yelo sa lamesa kung saan nakalapag ang kamay niya.",anger
Uh oh. Naamoy ko ang gulo.,fear
"Biglang tumahimik ang lahat at tanging 'yung tunog lang ng hangin na umiikot sa loob ang naririnig. Maging ang balat ko ay nararamdaman ang tensyon dahil tumaas ang mga balahibo ko  at nabalutan ng malamig na kilabot. Pati sina Akane, Hiro at 'yung mga kasama nina Darwin, Krystal at  Nel ay naging alerto rin. Isang salita o kahit kaunting kilos ay maaaring magsimula ng gulo.",fear
"Bigla na lang akong nakaramdam ng sobrang bigat at sabay-sabay kaming naglabas at itinutok ang aming mga armas sa isa't isa, pagkatapos ay biglang nagyelo ang lamesa at upuan.",fear
Medyo nanginginig ako dahil bigla kong natutok ang baril ko na may balang palaso dahil nakaramdam ako ng bigat sa direksyon niya.,fear
"Bigla ko ulit naramdaman ang bigat, pero sa pagkakataong ito, mas malala. Sobrang bigat sa pakiramdam ang nanggagaling sa tatlong ito.",fear
"""Magaling. Nasabi mo ang punto mo nang maayos."" Narinig ko ang boses ni Hiro sa isip ko pero hindi ako makalingon sa likod dahil nakatingin sa akin 'yung tatlo.",joy
"""Hindi. Mukha kang lider, tulad ng iyong ama.""",joy
Napangiti naman ako at nabawasan ang bigat sa loob ko dahil doon. Ayoko kasing lumabas na bastos at sabihing nagmamarunong ako dahil sa mga nasabi ko. Gusto ko lang talagang magkaroon ng malapit na relasyon sa ibang mga tribo.,joy
"""Pasensya na sa asal niya,"" biglang sabi nung isang lalaki na nasa likuran ni Nel. ""Nahihirapan kasi siya nitong mga nakaraang araw. Sa inyo tuloy nabubuhos,"" sabay hawak niya sa balikat ni Nel at nakita kong biglang napatigil si Nel.",sadness
Bigla naman silang nagtawanan habang kaming apat na nakaupo ay parang napahiya. Pero dahil doon ay nawala 'yung bumabalot na tensyon.,joy
Napatingin ako kay Darwin at nakita kong ngumiti siya.,joy
"""Nararapat pa nga. Baka biglang magbago na naman ang mood ng iba,"" sabi nung isa pang babae sa likod ni Krystal habang nakahawak sa balikat ni Krystal.",fear
Nagamit ko na ang Black Dimension ng ilang beses nitong nakaraang ilang buwan kahit hindi ko pa masyadong kontrolado ang pagbukas at sara nun pero masasabi ko na sobrang mapanganib doon ngayon.,fear
"Ang lugar na iyon ay sobrang tahimik at madalas akong nakakarinig ng maraming paghiging at paghuni, at ang tensyon sa kapaligiran ay masyadong mataas.",fear
Pakiramdam ko ay laging may nakatingin sa akin kapag nandoon ako kaya nga hangga't maaari ay hindi muna ako naglalakbay doon kung hindi naman kailangan.,fear
"""Siyempre. Matagumpay na nasalakay ng kaniyang grupo ang kuta ng mga Shinigami at nakuha nila ang mga mata ng kanilang mga kasama.""",joy
Biglang bumalik ang tensyon sa loob ng silid at bumilis ang tibok ng puso ko dahil parang may malalaman akong hindi ko inaasahan.,fear
Naramdaman ko ang mga daliri ni Akane sa balikat ko at siguradong napansin niya ang pagbilis ng heartbeat ko.,fear
"""Mabuti naman sila. Sa katunayan, mas maraming mga Shinigami ang sumali sa amin nung nalaman nilang buhay pa sila at sila ang nangunguna. Sa tingin ko, maganda ang reputasyon ng mga magulang ko noon.""",joy
"""Mabuti kung ganoon.""",joy
"""Ayos na,"" sinabi ko habang nakangiti.",joy
"""Oo. Ayos na. Lubos akong nasaktan noong mga unang buwan pagkatapos ng digmaan. Pero nakapagpatuloy na rin naman ako at marami na akong natutunan ngayon kaya ayos na ako.""",joy
"""Naiintindihan ko. Mukhang hindi na kailangan mag-alala para sa iyo.""",joy
"""Salamat nga pala dito. Nagpapainit ito sa akin dahil sa malamig na lugar tayo nakatira.""",joy
"""Sige,"" sabi niya. Bigla naman siyang tumingin sa akin. ""Sige, mauna na kami. Masaya akong makita ka ulit, Rainie.""",joy
"""Ayos lang 'no. 'Di ba naging kaklase mo siya dati bago kayo masangkot sa mundo ng mga Erityian kaya alam naming nagkukwentuhan kayo tungkol sa mga nangyari sa inyo. 'Di ba, Hiro?"" sabi ni Akane at nagsimula na lang maglakad si Hiro kaya sinundan na lang namin siya at narinig ko ang hagikgik ni Akane.",joy
"""Shit, hindi ko alam kung paano lalapag!""",fear
"""Yo-yo ka dyan! Ano ba ang ginagawa ninyo rito?!""",anger
"""Mabuti. Hindi ko man lang napansin,"" sabay itinapon ito kay Reiji at nasambot naman ito.",joy
"""Ang sakit nun ha!"" Nilagay naman ni Ken ang braso niya paikot sa leeg ni Akane at nagrambulan na naman sila.",anger
Bigla akong kinabahan dahil baka nalaman ni Papa ang nangyaring lihim na pagpupulong sa pagitan ng apat na mag tribo kaya niya kami pinapatawag.,fear
Baka nagalit siya dahil hindi namin sinabi o hindi man lang kami nagtanong sa kanya.,fear
"""Nandito na sila,"" sabi ni Papa at ngumiti naman ang kasama niya.",joy
"""Bakit po kayo nandito?"" tanong ko at ngumiti siya sa akin.",joy
"Kahit 'yun lang ang sinabi niya ay alam ko na ang ibig niyang sabihin kaya napatingin ako kay— sa Mama ni Hiro, at nakangiti siya sa amin. ""Oo. Sasama ka sa akin.""",joy
"""Na mapanganib ito. Nag-aalala siya sa atin.""",fear
"""Nararamdaman mo rin ba ang presensya na iyon?"" Napatingin ako kay Hiro na diretso lang na nakatingin pero seryoso ang ekspresyon niya.",fear
"Dahil sa huli, dahil sa mga Shinigami kung bakit nawala ang apat sa Great Seven, kasama ang asawa niya pati na si Mama. Alam kong masakit pa rin para sa kanya lahat ng nangyari kahit ilang taon na ang nakalipas, ganun din para kay Papa at kay Ma'am Michiko.",sadness
"Kapag kasi tungkol sa kanya, napapansin kong parang nagiging mahina si Papa. Nawawala ang awra ng pagiging Presidente niya. Ayaw ko naman siyang pilitin dahil alam kong traumatic at masakit para sa kanya ang mga nangyari sa kanila.",sadness
Napangiti naman ako habang tinitingnan ko siyang maglagay ng contacts.,joy
Nakakamangha kung paano niya nagawang itago ang kaniyang pagkatao sa mahabang panahon.,joy
Napatingin din ako sa paligid at may naramdaman akong kakaiba. Sinuri ko ang mga tao sa paligid namin at nakita ko ang ilang mga taong mukhang kahina-hinala na nagmamasid sa amin.,fear
Napatingin din ako sa kalapit na gusali kung nasaan ang isa pang nagmamanman sa amin at nakita kong sinusundan niya pa rin kami ng tingin.,fear
Napasandal na lang ako at huminga nang malalim.,fear
"Lalo pang tumataas ang lebel ng stress ko dahil hindi ko alam kung paano 'to sasabihin kina Darwin, Krystal at Nel.",fear
"""Nararamdaman mo rin ba ang presensya na iyon?"" Napatingin ako kay Hiro na diretso lang na nakatingin pero seryoso ang ekspresyon niya.",fear
Nakakamangha na nagawa niyang talunin ang limang 'yun sa loob lang ng ilang minuto.,joy
Narinig ko pa nga ang mahinang pagtawa ni Mama sa harapan namin kaya bigla akong nahiya.,joy
"""Gumawa siya ng maliit na eroplano dati at tinawag nila itong Kaoru. Mukhang nagawa na niya talaga ang proyektong 'yun.""",joy
"""Huwag kang bibitaw,"" sabi ni Hiro. At ang sunod kong namalayan, nagsasara na ang Black Dimension at nakita ko ang sakit sa kanyang ekspresyon.",fear
"Napapikit si Hiro at alam kong unti-unti na niyang nararamdaman ang epekto ng Black Dimension sa katawan niya. Naramdaman ko rin ang lalong paghigpit ng braso ng Shinigami sa leeg ko, hanggang sa punto na hindi na ako makahinga.",fear
"""H-Hiro . . ."" Tinapik ko ang kanyang mukha pero hindi siya tumutugon. ""Huwag na huwag kang mamamatay sa harap ko. Hiro... pakiusap, gumising ka.""",fear
Bigla niyang iminulat ang mga mata at dumaing. Pagdilat niya ay tuluy-tuloy na ang pagtulo ng luha ko dahil sa takot at pasasalamat na buhay siya.,joy
"""Patawad."" Pagkasabi niya nun ay napayakap na rin ako sa kanya.",sadness
Sobrang natakot ako sa nangyari sa kanya. Nung nakita ko siyang unti-unting nawawalan ng malay kanina ay parang bagyong pumasok ulit sa isip ko lahat ng nangyari noong digmaan. Ang pagkamatay ng mga taong kilala ko ay gumuhit sa isipan ko . . .,fear
"Natakot akong may mawala na namang importante sa akin. Nawalan na ako ng aking ina, kaibigan, mga kasama, at mga guro. Ayoko nang may mawala ulit.",sadness
"Minura ko ang sarili ko dahil sa pag-iyak. Sa nagdaang taon, nagsanay ako para maging malakas, para maprotektahan ko ang mga taong mahalaga at sumosoporta sa akin. Pero hindi ko pa rin sila naprotektahan.",anger
"""Iniligtas mo ako,"" bulong ni Hiro.",joy
"""Halos mamatay ka na.""",fear
"""Pero buhay pa rin ako."" Bumitiw siya at hinarap niya ako sa kanya, ""At dahil iyon sa'yo. Kaya huwag mong sabihing mahina ka dahil hindi ka ganoon.""",joy
"""Sa tingin ko, napunta na tayo sa lugar na hinahanap natin,"" sabi niya at maging ako ay natulala sa nakita namin.",fear
Alam kong mas malalim ang sugat ni Mama pagdating sa pagkawala ng mga taong mahalaga sa kanya pagkatapos ng nangyari dati.,sadness
Nawala sa kaniya ang asawa niya at ang mga malalapit na kaibigan at hindi niya nakita ang anak niya sa loob ng labinlimang taon.,sadness
"""Anong gagawin natin?"" tanong ko dahil hindi ko naman inaasahan na makakarating kami kaagad sa pakay naming lugar.",fear
"""Magbantay muna tayo sa paligid mula dito. Kailangan nating hintayin sila bago gumawa ng anumang hakbang. Paparating sila, di ba?"" Tumango naman ako bilang kumpirmasyon.",fear
Bigla naman akong may naramdamang presensya na papalapit sa amin kaya naging alerto ang isip at katawan ko.,fear
"""Ano ang ginawa mo? Dalawa sa kritikal na bahagi ng katawan mo ay nasa delikadong kalagayan.""",fear
"""Hindi. Kaya nga tinawag itong mga kritikal na bahagi ng katawan. Pwede kang mamatay kung lumala pa ang sugat mo.""",fear
"""Dahil nalaman nilang nandito sa Japan sina Naomi at Rainie. Siyempre, bilang isa sa Great Seven, gusto nilang pabagsakin siya,"" sagot ni Darwin.",fear
"""Sandali, bakit pati ako?"" Naintindihan ko ang tungkol sa nanay ni Hiro pero bakit na naman nila ako kailangan? Dahil pa rin ba sa kadahilanang ako ang anak ni Rielle/Akemi?",fear
"""H-hindi maaari. Ang mga mata ko ay hindi naman ganoon . . .""",fear
Gusto kong sumunod sa kanila pero baka maging pabigat lang ako sa kanila dahil sa sugat ko. Sinubukan kong igalaw ang braso ko at konting galaw lang ay sobrang sakit ang nararamdaman ko sa balikat ko. Sa tingin ko ay hindi ko magagamit ang right limb ko.,sadness
Nasa panganib sila.,fear
"""Ako ang kailangan ninyo, hindi ba?!"" sigaw ko at napatingin silang tatlo sa akin. Inabot ko agad ang isip nina Hiro at Darwin para balaan sila.",anger
Naririnig ko silang dalawa na nagmumura sa mga isip nila habang pumupunta sa gusali sa harapan nila.,anger
Napangiti ako dahil sinunod nila ako at mas minabuti nilang ituloy ang plano.,joy
Napatingin naman ako sa lalaking inatake ko. Hindi na siya gumagalaw.,joy
"""Kunin mo ako, kung kaya mo,"" malakas kong sabi at kinilabutan ako nung naramdaman ko ang sabay-sabay na pagbukas ng ilang bahagi ng Black Dimension.",fear
Napangiti ako ng may tagumpay. Natupad ko ang aking tungkulin.,joy
Pero hindi ko na yata kakayanin pa dahil lahat sila ay sabay-sabay na sumugod sa akin.,sadness
Papatayin na ako ng mga Shinigami na ito.,fear
Nakita ko sina Krystal at Nel sa tabi ko at ang mga salita ni ni Nel ay nagbigay sa akin ng konting lakas.,joy
Hinawakan niya ang balikat ko at kahit na sobrang sakit ay hindi na ako makasigaw o makaiyak dahil wala na akong lakas para doon.,sadness
Para akong nabunutan ng tinik nung hindi ko na masyadong maramdaman ang sakit ng balikat at braso ko. Unti-unti na ring lumilinaw ang paningin ko at pagtingin ko sa paligid ay isa-isang nagbagsakan ang mga Shinigami.,joy
Naramdaman ko naman bigla ang tuluy-tuloy na pagbukas at pagsara ng Black Dimension sa paligid namin at isa lang ang ibig sabihin nun—nagpapadala na sila ng mga karagdagang pwersa at alam na talaga nilang nandito kami. Malamang alam na rin nila ang mga plano natin.,fear
"""Sabi ng walang ingat,"" dagdag naman ni Nel at tinignan siya nang masama ni Krystal pero tinawanan lang siya. Napangiti naman ako dahil kahit papaano ay natulungan ko sila.",joy
"""Man, sira na ang plano natin!"" sabay upo ni Nel sa kaliwa ko at sumunod naman si Krystal sa kanya.",anger
"""Oh. Isang guwapong lalaking may suot na salamin ang tumulong sa amin,"" sabi ni Nel at umakto pa siya na may hawak na salamin sa kamay niya at saka nilagay sa mga mata niya. ""Heck, sobrang bilis ng byahe na 'yon akala ko magsusuka na ako.""",joy
"Napatigil naman ako sa pag-iisip nung naramdaman ko na naman ang pagbukas ng Black Dimension, at sa pagkakataong ito, kinilabutan ako dahil sobrang laking parte ang unti-unting bumubukas. Mukhang nakaramdam din nang masama sina Nel at Krystal dahil nag-iba ang galaw nila at naging pang-depensa ang mga posisyon nila.",fear
"""Ano itong nakakakilabot na pakiramdam?""",fear
Pagtingin ko doon sa matandang babae na tinawag niyang Izumi ay lalo akong kinilabutan dahil nakakatakot ang ekspresyon niya.,fear
"""Isang salita pa at pupugutan kita ng ulo.""",anger
"""Kung kaya mo, matandang bruha.""",anger
"""Sasama ka sa amin, sa gusto mo man o hindi.""",anger
"""Hindi ako sasama sa inyo kahit ano pang gawin n'yo. Mas pipiliin ko pang mamatay kaysa mapunta sa mga kamay ninyo.""",anger
"""Kung ganoon, edi mamatay ka,"" sabi nung lalaki at bigla siyang sumugod sa amin.",anger
May masama akong pakiramdam tungkol dito.,fear
Kinilabutan ako dahil alam kong mapapagalitan ako pero hindi ko 'yun pinakita. Tumango lang ako dahil 'yun lang ang kaya kong gawin ngayon...,fear
"Pero habang nakatingin ako sa likuran nila, kinilabutan ako dahil sa presensya nila.",fear
"""Dapat sana ay ginawa ko na ito taon na ang nakararaan,"" sabi naman ni Papa at kahit hindi ko nakikita ang ekspresyon niya ay naramdaman ko ang sakit sa bawat salitang binitiwan niya.",sadness
"""Gawin mo ang lahat. Burahin mo ang lugar na ito kung saan siya labis na nagdusa.""",anger
"""Hoy! Saan ka pupunta?!"" sigaw ni Nel nung bigla akong tumakbo.",fear
Napatigil ako sa paglalakad at hinigpitan ko ang hawak sa palaso ko. Lalong lumakas ang ingay at kasabay nun ay ang pagbilis ng tibok ng puso ko dahil hindi ko alam kung ano ang paparating sa akin.,fear
"""Habulin siya!""",anger
"""Heh. Kung gayon, ikaw ang anak ng traydor na 'yun?"" sabi ng isa na mukhang pinuno ng grupo na 'to. Nag-init ang ulo ko nung marinig ko 'yun at hinarap ko siya.",anger
"""Ako nga. Ako ang anak ni Rielle. May problema ka ba roon?""",anger
"Talagang nakakainis kapag tinatawag siyang traydor. Hindi siya tanggap ng mga Senshins at hindi rin siya kinikilala ng mga Shinigami. Kung ako nga ay nasasaktan para sa kanya ngayon, gaano pa kaya kasakit ang naramdaman niya noon?",anger
Gusto kong masaktan at umiyak para sa kanya pero alam kong ayaw niya 'yung mangyari. Nakakainis pero alam kong ang mga paghihirap niya ay para sa akin.,sadness
"""Hindi ako papayag na hawakan niyo siya,"" bulong ko habang binibitawan ang palaso mula sa pana.",anger
Natamaan nito ang likod ng Shinigami at tumingin sa akin si Darwin ng may pagmamalaki.,joy
"""Ayos ka lang ba?"" tanong ni Darwin nung makalapit na siya sa akin.",fear
"""O-Oo. Nga pala, nasaan si Hiro?"" Magkasama sila nung pumasok sila rito. Bakit wala siya ngayon?",fear
Sandali ko lang 'yun nakita pero naghalu-halo na ang emosyon ko dahil doon. Pagkakita ko sa sarili ko noong sanggol pa lang ako at hawak ng aking ina habang nakangiti siya ay nagparamdam sa akin na espesyal ako.,joy
"Habang pinapanood ko ang aking ama na sinisira ang gusali, naramdaman ko ang isang pakiramdam ng kaginhawahan at kalungkutan. Sa nakikita ko sa kanyang mga kilos, alam kong gusto niyang gawin ito matapos ang lahat. Gusto niyang burahin ang lugar na ito kung saan nagdusa ang aking ina.",sadness
Nakatingin lang ako sa chip. Natatakot ako sa maaari kong malaman base sa data na nakalap namin ni Darwin pero gusto kong makilala si Mama.,fear
"""Oo. Natatakot akong malaman ang katotohanan.""",fear
Ganito na naman. Ako na naman ang dahilan. Lagi ko na lang silang nadadamay sa sarili kong gulo. Akala ko malakas na ako para depensahan ang sarili ko at pagkakataon ko na para protektahan sila ngunit laging bumabalik ang lahat sa pangyayaring sila ang magpoprotekta sa akin. Ayaw ko nito. Ayaw ko ng pakiramdam na 'to.,anger
Bigla naman siyang ngumiti sa akin at lumapit siya para yakapin ako.,joy
Sabi ko hindi na ako iiyak pero paulit-ulit ko namang binabali ang pangakong 'yun.,sadness
"""Pasensya na, Rainie. Pasensya na kung hindi ko masabi ang tungkol sa iyong ina."" Tumango lang ako dahil naiintindihan ko naman ang sitwasyon ni Papa. Hinigpitan ko ang yakap ko sa kanya at ganun din ang ginawa niya sa akin.",sadness
"""Para sa ating ninuno, Ryou!"" sigaw nila habang nakataas ang mga sandata. ""Hayaan nating ang tagumpay na ito ang maging simula ng panibagong panahon! Shinigami!"" Isa na namang dumadagundong na sigaw ang pumuno sa paligid.",joy
Bigla tuloy akong natauhan dahil hindi ko man lang ulit sila nakita para makapagpasalamat. Sila ang dahilan kung bakit ako nakaligtas sa laban. Kung hindi dahil sa kanila . . .,sadness
Akala ko ay magrereklamo siya pero ilang segundo lang ay naramdaman ko ang paglalim ng paghinga niya. Tinanggal ko ang kamay ko sa mga mata niya at napangiti ako nung nakita kong natutulog na siya.,joy
Inuna kong tignan ang pictures na nakalagay doon at halos sumikip ang dibdib ko habang ginagawa ko 'yun.,sadness
Tiningnan ko ang mga larawan at tumulo ang mga luha ko nang walang tigil. Nararamdaman ko ang hirap at sakit na dinanas niya. Alam kong sobrang hirap ng pinagdaanan niya base sa mga kwentong naririnig ko pero ngayong nakikita ko ang nangyari ay mas malala pa pala 'to kaysa sa iniisip ko.,sadness
Parang lumubog ang puso ko nung narinig ko 'yun.,sadness
Gusto kong maalala ang nangyari noong bagong silang pa lang ako. Gusto kong maramdaman na hawak ako ng nanay ko sa huling hininga niya. Gusto kong maalala lahat ngunit hindi ko kaya.,sadness
Nakatingin lang ako sa paanan ko dahil pakiramdam ko ay maiiyak lang ulit ako kapag hinarap ko siya. Ilang beses akong huminga nang malalim para kumalma at saka ako humarap sa kanya.,sadness
Hindi ko pa kayang basahin ang iba pang files na nakalagay doon dahil sobrang bigat na kaagad ng pakiramdam ko. Baka ang pagbisita sa dati kong paaralan ay makakatulong sakin upang mabawasan ang sakit.,sadness
"""Nakakamiss,"" bulong ko at tumango naman si Darwin.",sadness
"""Masaya akong makita kayong dalawa ulit,"" bati niya sa amin at napansin kong wala siyang suot na contacts kaya kitang-kita ang berdeng mga mata niya.",joy
"""Salamat sa pagsama sa akin,"" sabi niya at saka siya ngumiti.",joy
Naging masaya din naman ako kaya walang anuman.,joy
Huminga ako nang malalim at saka ako ngumiti sa kanya.,joy
Ilang gabi na rin akong umiiyak dahil sa mga nangyari kay Mama nung nandoon siya sa Dungeon. Sobrang sakit makita lahat ng 'yun. Sobrang sakit malaman lahat ng pinagdaanan niya para sa akin.,sadness
Nandito ako ngayon sa harap ng puntod niya. Kanina pa ako nakaupo rito dahil gusto ko lang siyang makasama ngayong araw. Gusto kong nasa tabi niya ako ngayon dahil alam kong ilang buwan siyang naging mag-isa nung nasa tiyan niya pa lang ako. Gusto kong ibalik ang pagmamahal niya sa akin.,sadness
Bigla namang tumulo ang luha ko habang inaalala ang lahat ng 'yun.,sadness
"""Sobrang hinahangaan kita, Mama. Ang lakas mo. At kahit walang tao na nakikipag-usap tungkol sa iyo dito dahil sinabi nilang sumpa ka, ikaw pa rin ang aking bayani. Nakakalungkot lang na wala ka na rito.""",sadness
Pinunasan ko ang luha ko pero tuluy-tuloy pa rin silang tumutulo.,sadness
Ang daming mga tanong ngayon sa isip ko. Ang dami kong gustong gawin kasama sina Mama at Papa pero alam kong hinding-hindi na 'yun mangyayari kahit ano pang gawin ko.,sadness
"Hindi ko na napigilan ang sarili ko at napahagulgol na ako. Sobrang sakit para sa akin na hindi man lang kami naging buo. Ni hindi man lang niya nakasama ang pamilya niya nang matagal. Kung ganito na kasakit para sa akin, hindi ko maisip kung gaano kasakit ang naramdaman niya sa mga panahon na iyon.",sadness
Sobrang sakit at siguradong ganito rin ang nararamadaman ni Papa lalo na't nakita niya pa mismo ang pagkamatay ni Mama.,sadness
"""Namatay siya sa mga bisig niya.""",sadness
"""Hindi ko alam,"" sabi niya at nakita ko ang kalungkutan sa mga mata niya. ""Noong mga nakaraang buwan, inaalala ko ang ilang hindi pamilyar na alaala.""",sadness
"""Makikinig ako,"" sabi ko sa kanya. Napatingin siya sa akin at saglit siyang ngumiti.",joy
"""Ngunit ang pag-alala ay kasing sakit ng paglimot.""",sadness
"""May bumuhat sa akin. Ang buong katawan niya ay dumudugo at naririnig ko ang sarili kong umiiyak. Nakita ko ang mukha ng Presidente. Ang lalaking humahawak sa akin ay may sinasabi sa kanya . . ."" Biglang naputol ang pagsasalita niya at nakita kong tumutulo na ang luha niya. Hindi ko alam kung bakit pero nararamdaman ko ang sakit niya na parang nandoon din ako. Hindi ko namalayan na umiiyak na rin pala ako.",sadness
"""Pagkatapos, nakita ko ang isang babae na malapit nang mamatay."" Napatigil ako nung marinig iyon. Halos lumubog ang puso ko dahil alam ko kung sino ang tinutukoy niya. ""Hindi ko maalala lahat ng sinabi niya ngunit namatay siyang nakangiti.",sadness
Ang paligid ay napuno ng iyak niya.,sadness
"""Hindi po ako makatulog."" Awtomatikong tumulo ang luha ko pagkasabi ko noon at agad kong tinago ang mukha ko sa saklob ng kapa na suot ko pero naramdaman ko ang kamay niya sa ulo ko.",sadness
