sentence,emotion
"""How dare you do this to me, Senshins! I'm going to kill all of you! Watch me!"" the woman screamed while vultures, crows and ravens circled around her, her naked body covered with cuts and wounds.",anger
"I clutched my stomach when I saw the vultures lunging at her wounds, as if they were hastening her death. One of the crows targeted her eyes and I instinctively closed my eyes, imagining the scenario if it was me in her place.",fear
Her wails and curses filled the air but my eyes flung open when I realized the owner of that voice—it was the Huntres we encountered on the sea.,fear
"""STOP! NO!"" the Huntres shrieked. ""I didn't mean it! Believe me! Please!""",fear
"I suddenly felt scared because unfamiliar memories were starting to fill and overwrite my mind and for a second, I couldn't remember my own memories anymore.",fear
"""For what reason?!"" I pointed my fan at his direction and the memories I was trying to remember a while ago were becoming vivid.",anger
I wanted to stop reading his memories but I found myself still looking through them until my parents' death. I clutched my chest because it felt like my heart would burst any second.,sadness
"""You disgust me,"" I said. ""How dare you question my parents' and our clan's loyalty when all they did was support the President!""",anger
"""It wasn't! Sir Hideyoshi treasured them as friends, and yet because of your doubts, he lost them . . . I lost them.""",anger
"His words stung like poison and I couldn't take it anymore. I swung my fan at his direction, ready to slit his throat, but something restricted my hand.",anger
"When I saw him, the remaining strength I was holding onto dissolved and triggered my tears. He pulled me into his chest and I cried my heart out.",sadness
"""Don't leave me here,"" I said, scared to lose my own thoughts again.",fear
"""All of the people here, the prisoners and even the Executioners, have their own share of madness. I thought I can protect you but I haven't considered your ability. It must've been hard for you. I'm sorry.",sadness
And I thought I was doing a great job of keeping it at the back of my mind.,sadness
Why are you crying?,sadness
"""It's just that . . . I don't know how to face Hideo anymore,"" I said while remembering our childhood.",sadness
"""I'm sorry for not telling you the truth,"" he said, breaking the silence.",sadness
"My tears automatically fell after hearing those words, remembering the hardships my parents went through because of the Council's ideas.",sadness
"""Why?"" I asked, trying my best to stay calm even if my face and mind were already a mess.",sadness
"""From the bottom of my heart, I am sorry for hurting you like this,"" he said while bowing for apology",sadness
"""I'm sorry for not knowing the truth until now,"" I said with a shaky voice.",sadness
"""I lived in solace while you were wrongly judged and killed. I'm sorry.""",sadness
"""But you know, it's nice that you're back,"" Michiko suddenly said while looking at Mitsuo.",joy
"""We already know about Shima after that jailbreak incident,"" Mayu added.",sadness
"""But you made her suffer,"" Hideo said and that made us silent.",sadness
"I'm really lucky to have these people in my life. To me, they are my family.",joy
"""Hideo . . ."" I checked him and he seemed troubled. ""Calm yourself.""",fear
"""No one's leaving this place,"" Hideo warned and his eyes found her.",fear
"""I am done with all of you so stop this bullshit,"" she harshly said but I could read her mind.",anger
"""Yes,"" I breathed. I was afraid not for myself but for the life inside me. I do not know what to do.",fear
"""I'm sorry,"" he whispered.",sadness
I am not worthy to be someone's father. I don't deserve this. I—,sadness
But it's the truth. My hands were already soaked in people's blood. I've killed hundreds of people. Someone as filthy as me can't have something so pure.,sadness
"""No. Sorry,"" he said and he hugged me.",sadness
"""It's just that . . . I don't want the both of you to be labeled as an Executioner's wife and child. But I'll do anything to protect you so you don't need to worry. I made this choice so I will do anything to keep you out of danger.""",sadness
"Suddenly, I imagined the three of us walking together, our child in his arms while I look at them happily. It made me satisfied.",joy
"Yes, for he is the greatest gift you have given me, and a reminder that he should protect you when I'm not around.",joy
"""I hope we could attend this festival next year together with Nathan,"" I said and he just smiled.",joy
"""Me too."" A smile was formed on my lips, ""maybe she wants a younger brother and I think she's really good at taking care of others.""",joy
"""I'm sorry for giving this kind of task to you,"" he said in an apologetic tone.",sadness
I promised that I wouldn't cry anymore after giving birth to Nathan but his words were stirring up my emotions.,sadness
"""Of course,"" I said. ""We've been helping each other since we were young. You don't need to worry.""",joy
"""I don't want him to be labeled as an Executioner's child.""",sadness
"""What's happening?"" I asked and I could sense the panic in my own voice.",fear
"""That's the warning for intruders,"" he said and he stood up.",fear
"""What in the world . . ."" My voice disappeared after seeing the room in front of me.",fear
"""The hallway . . ."" My voice dissolved into thin air when I saw Vince's expression.",fear
I don't know the exact details but I'm sure it was the Black Dimension.,fear
He's . . . in a state of coma.,fear
"""He's now fine but he needs rest,"" she said and I could see the tinge of guilt in her eyes. ""You should rest, too.""",joy
"""It suits you,"" I said and he gave me a confused look, ""being a father, I mean.""",joy
"""Stupid,"" I muttered while trying hard not to cry. ""That was the best thing I've heard these past few weeks.""",joy
"For a second, I was tempted to stop the time just to look at my family—the two guys who changed my world.",joy
I stayed alert after she said that since our last encounter didn't go well.,fear
I'm scared.,fear
"""Oh God. You're really here, Akemi.""",joy
"""Rainie,"" she said with a smile. ""How about your son?""",joy
"Naomi, please. I need to see him. I want to see him. Please.",sadness
"""But I can say that you deserve to die because you said those things. Talk bad about her and you'll die by my hands.""",anger
"""Idiot. Don't say that.""",anger
"""Naomi, you don't have to do this,""Akemi said. ""You have your own family to protect, so please . .""",sadness
Hideo! Please help him. Please—,sadness
"""Don't touch them!"" I yelled.",anger
"""I know you need to go to Akemi, but I have a favor to ask."" Nathan started crying and he was holding onto his father's clothes.",sadness
"""Sorry Nathan. Take care of your mother for me.""",sadness
"""No . . . Vince . . . don't say that . . .""",sadness
"""I'm here. You should calm down and think carefully. You're safe so you do not need to worry."" Those were the meanings of his knocks.",joy
"But I'm sorry, Nathalie, I don't think I can save you",sadness
"""Sorry.""",sadness
"Don't say that! Please, don't say that.",sadness
"""Please, just forget me,"" he weakly said. ""Use my sixth sense, Nathalie.""",sadness
What are you saying?,sadness
I don't want to cause you more pain.,sadness
Are you stupid? I'd rather live in pain than forget you.,sadness
How could he say those words to me? How could he say that I should forget him?,sadness
But I . . . but I can't live with you anymore and I'll hurt you even more.,sadness
"I don't care. If you can't live with me, then I'll let you live in my memories.",sadness
"""How can I forget someone like you?"" I retorted and he smiled again.",sadness
"Maybe it's because I was used to forget people every now and then that I thought everyone would also be like that. But you know what? If I could live another life, I'd still choose to remember you. Even if my own memories were erased, as long as you're still inside my head, it would be enough.'",sadness
"""I will always remember you, Nathalie.""",sadness
And those were the last words I heard from the guy who could forget everything.,sadness
"I was too broken to function. In just one night, I lost a friend, my home and the most important person in my life.",sadness
I was useless. Powerless. If I only used my ability . . . if I only stayed by his side . . .,sadness
What's the use of this power if I can't even stop his death?,sadness
"""I couldn't protect your mother so let me protect you instead,"" I said and it seemed like the rain has finally stopped. ""Let's start a new life, Rainie. You and I.""",sadness
"""Okay. Thank you.""",joy
"""Rainie, is that your name?"" she asked and Rainie nodded.",joy
"Oh my God, Naomi.",joy
"""Happy birthday, Rainie,"" I would say every 31st of December.",joy
They can never take the place of someone I've lost.,sadness
"And every New Year's Eve, instead of staying up all night, I always cry myself to sleep.",sadness
I felt guilty and sorry because I could've done something to save them yet I wasn't aware of their situation.,sadness
"We will see each other again at the right time. Goodbye for now, Nathalie.",sadness
"""I'm sorry, Nathan,"" I sobbed, hugging him tighter and I felt his hand on my back. ""I'm sorry.""",sadness
"I remember you, and that's enough for me. May I call you . . . Mom?",joy
"""My memories are just hard to control, so be careful of yours,"" I warned since his sixth sense allows him to remember everything.",fear
"Every minute, every hour and every day, I will always think of you. No matter how painful, I will always remember you just like what you said to me before you left because your memory is my home, my refuge.",sadness
"""You will never be forgotten, Vince.""",sadness
"""Obviously, she's not listening.""",anger
"Since the four of you already completed your core subjects, you only need to do that thing to graduate. I'm expecting good results from you.",joy
"""Stop feeding her lies, Kana,"" Hayate retorted, ""or she'll believe in everything you say.""",anger
"""Excuse me? I don't lie.""",anger
"""Are you sure?"" Hiroshi butted in while adjusting his glasses. ""Do you want me to enumerate the lies you have said since you started living here?""",anger
"""Stop it, you idiots!"" I said while glaring at those two.",anger
Aren't you romantic?,anger
"""Okay, stop that or I'm not going to spend my time with you.""",anger
"""Transferees,"" Sir Tora said, calling their attention. ""Welcome to Tantei High.""",joy
"I observed her tiny movements and the moment her eyes opened, I stood beside her bed.",joy
"""It's 6:07:43, Kana. The exact time you woke up,"" I said and she rolled her eyes at me..",joy
"""Oh, shut up.""",anger
"""Goddamnit, J, it's just 6 AM. Are you nuts?""",anger
"""Morning,"" Hiroshi said, his hologram walking around our room.",joy
"""What the heck are you doing here? Pervert,"" she said and that made Hiroshi turn around.",anger
"""That meganerd,"" she grumbled while putting her clothes on.",anger
What's with that thought?' he suddenly asked using his inner voice.,anger
Why? Are you shy? Aren't you a cute kid?,joy
"""Don't you have a meeting to attend?"" he said in a lower and colder tone.",anger
"""You brat! I practically raised you!""",anger
"""J, you really can't defeat that kid in argument,"" Kana commented.",anger
"""She just doesn't know how to handle him,"" Hayate added.",anger
"""Thank you very much,"" I sarcastically said and all of them laughed.",joy
"I actually have the habit of singling out the transferees during the first week and count them all. I would go to the administration office to confirm my inference and I've been getting accurate figures for three consecutive years. Sadly, I won't be able to do that this year.",sadness
"""Well, I guess we have our first potential target,"" she said as we both watched the news beingplayed from there.",joy
"""Thank you""",joy
"""That damn murderer,"" the inspector growled while looking at the mutilated body on the ground",anger
"""Let them be,"" he said earlier. ""They can help us. Trust me.""",joy
"""What a brutal killer,"" Hiroshi commented while scanning the body with the device he invented to record the state of the body and which would be instantly sent to his server.",fear
"All of a sudden, I felt a chill down my spine, as if someone was staring at us from behind.",fear
"""Yeah. That bloodthirst is comparable to a Shinigami,"" I answered and I could feel it more intensely, being a Shinigami tracker and all.",fear
"""Wait,"" I warned.",fear
"""A Shinigami?"" Hayate asked, taking a defensive stance.",fear
"""Yeah. I can sense that dimension.""",fear
"""Kill them,"" she ordered and two more Shinigamis came out as she went back to that place.",anger
"He looked at Kana and just like what she did to me, she gave her a quick smile. ""You're slow, meganerd.""",joy
"""H-how did you . . ."" His voice trailed off but after a few seconds, he gave him a quick smile. ""As expected from you, Atama.""",joy
"""What did you say, wimp?""",anger
"""Reina! Stop! Da—!""",fear
"""Stop . . ."" I yelled while jumping toward him, ""shooting us!""",anger
"""Who the hell is this? Fuck off""",anger
"""Fine! Just don't touch my family.""",fear
"""Does that mean the murderer knows we're here?"" Kana asked and the four of us raised our guards.",fear
"""I think we just found the killer and his motive,"" I muttered.",joy
"""What the heck are you doing? Are you out of your mind?"" Kana asked and I was about to say the same thing.",fear
"""Not really,"" he retorted. ""But hey, no need to worry. This school is actually a chakushoku.""",joy
"""Who are you?"" I asked using my inner voice and I saw a student who turned her head to our direction with an uneasy expression. ""Found you.""",fear
"""But I remember feeling something odd when I looked at his daughters,"" sagot niya. ""Their skin were quite bluish.""",sadness
"""What happened? Why aren't you moving?"" I asked, worried and distraught about his condition.",fear
"""N-neuromuscular blocker,"" he said with difficulty. ""P-paralyzing agent.""",fear
"""This man is a nut job,"" Kana remarked while digging her nail on her skin.",anger
"""Agreed. How should we take him down?""",fear
"""Hayate said we should be careful. This guy has medical knowledge and can use it to his advantage just like what happened to Hayate.""",fear
"""Should we kill him? He's a psycho,"" Kana suggested but I disagreed.",anger
"""No. We should capture him alive and let him suffer the consequences of his actions. Besides, they won't credit that as an arrest and we'd need to catch another one.""",anger
"""Damn, this is getting harder. If we only have some sedatives to—""",anger
"""Whoa, this is a huge-ass needle,"" Kana commented while looking at the syringe she was holding. ""I might pass out when someone injected this to me.""",fear
"""Kana! Don't! He still has one syringe left!"" I yelled but Kana could control her momentum anymore. I ran toward their direction but I wouldn't get there in time so I just threw one of my swords at his direction, hoping that it would stop his movement.",fear
It did but it was already too late.,fear
"""H-help me! Kana is . . .""",fear
"""5:17:29 P.M. Case closed,"" I whispered as I looked at the sun setting in the blood-red sky.",joy
"""Her vitals are starting to stabilize,"" Dr. Gardan said and my knees collapsed upon hearing his words. ""But we still need to observe her for the next few hours.""",sadness
"""Apologies,"" Hayate immediately said. ""We didn't expect Shinigamis to intervene, so we had to,"" he explained.",fear
"""A-Anyway . . ."" I said, breaking the silence. ""What happened to the weapons? Where are they?""",fear
"""You idiot!"" I yelled after giving him a punch in the head.",anger
"""Would it matter? You'd still summon your weapons if a Shinigami appears,"" he argued.",anger
"""Old man? Hey, have some respect! Sir Aiwa is your grandfather!""",anger
"""He said I can only have access to the restricted rooms and laboratories in the Technology department when I'm already a graduate. He didn't even retract his order after his death. What kind of nonsense is that?""",anger
"""Why are you even reminiscing that?"" Hayate asked. Oh. So he decided to read my mind.",anger
Heh. Are you embarrassed? How cute.,joy
"What do you want, Shinigami?"" I boldly asked while gripping my swords.",anger
"""Shinigamis . . . are the people I despise the most,"" she muttered. Her green eyes gleamed with hatred as she threw the arm to the ground. ""I will hunt them down. All of them.""",anger
"He heaved a heavy sigh. ""They managed to track the weapons. It must be Sir Tora. Now I won't be able to continue that research.""",fear
"""See for yourself.""",anger
"""That just means you have a poor data security,"" Kana suddenly remarked. ""Getting traced that easily . . . the future of the Technology department seems bleak.""",anger
"""You really don't know how to pull your punches, do you?"" I commented.",anger
"""I just stated the truth,"" she nonchalantly replied.",anger
"""You can say it in a nicer way though,"" I muttered but she scoffed at me.",anger
"I smiled at her. ""Yeah. A bit.""",joy
"She looked straight into my eyes and smiled. ""Secrets are supposed to be like that,"" she said. ""Careful, J. You really wouldn't want to dig deeper.""",joy
"""That's horrible.""",sadness
"I guess we have our suspects now,"" I remarked, thinking about the ten people who went out before the blast.",joy
"""Yeah. Time to meet our second target.""",joy
"""Shit!"" I cursed as I ran from the rooftops of the buildings",anger
"""What happened there?"" asked Kana.",fear
"""Reina? What happened?"" tanong naman ni Hayate. ""There's a sudden increase in heat signature in that area.""",fear
"""What do you want?"" I asked.",anger
"""The heir,"" he said. ""And your death.""",anger
"""I told you,"" he said as the air crackled around us. ""If you can't tell us where the heir is, then your death will suffice.""",anger
"""Reina, get out of there!""",fear
"""I don't,"" she snapped back. ""I'm not a part of those clans who need their heirs to function.""",anger
"Are you saying that they are hunting the heir of one of these clans?"" asked Hayate.",fear
"""That's the most probable reason, don't you agree?""",fear
"""What? Who . . ."" My voice faltered. I couldn't imagine how terrible that day was.",fear
"He flashed a subtle smile. ""To the murderer's third exhibition.""",joy
"""What are you implying, smartass?""",anger
"""They say it takes one to know one,"" Hiroshi taunted.",anger
"""I didn't know you were this stupid,"" she retorted. ""Ah. And if I'm a Shinigami, you'd be dead the moment we meet each other.""",anger
"""Shit, that idiot didn't bring any weapon!"" I muttered as I rushed toward their direction.",fear
"""Don't move, terrorist, or I'll cut this mouth of yours,"" I warned as I put my dagger on his mouth.",anger
"Agad naman akong lumingon at sinamaan ko ng tingin si Hayate. ""You knew and you didn't tell us!""",anger
"""Shut up, you idiot! You almost got yourself killed!""",anger
"""What a psychopath,"" I grumbled as I remembered what he did.",anger
"""Minorities are already discriminated and are facing prejudice in their everyday lives. It angers me that people like him, who don't show any respect and remorse exist,"" Kana said while gripping her sickle.",anger
"""They think they are superior to everyone. They think what they do is right. I hope he experience hell.""",anger
"""What exactly did the Shinigamis do to you?""",sadness
"""Good work,"" she commented while looking at Hayate. Smirking, she looked at Hiroshi and said, ""and you should do better.""",joy
"""I don't know. It feels like someone is around but I can't sense his or her presence.""",fear
"""Shit. We're too late,"" I cursed under my breath. ""But why would they kill her?""",anger
"""An Erityian?"" I muttered as I stared in horror at the monitor. ""Shinigamis?""",fear
"""But why does he know the Erityian way of writing?""",fear
"""I can feel the faint presence of the Black Dimension. Someone's coming.""",fear
