sentence,emotion
Pakiramdam ko ay laging may nakatingin sa akin kapag nandoon ako kaya nga hangga't  maaari ay hindi muna ako nagtatravel doon kung hindi naman kailangan.,fear
Of course. Her team succesfully infiltrated the shinigami's base and retreived her comrades'eyes.,joy
"They're fine. Sa katunayan, mas maraming Shinigamis ang sumali sa amin nung nalaman nilang  buhay pa sila at sila ang naglelead. I guess my parents' reputation are good back then.",joy
That's great.,joy
Yes. Ayos na. I was devastated for the first few months after the war.Pero nakapagmove on na rin naman ako at marami na akong natutunan ngayon kaya ayos na ako.,joy
I see. I guess there's no need to worry about you.,joy
"Thanks for this, by the way. It warms me up since we're living on a cold place.",joy
"Sige, mauna na kami. It's nice seeing you again, Rainie.",joy
"Okay lang 'no. 'Di ba naging classmate mo siya dati bago kayo ma-involve sa mundo ng Erityians kaya alam naming nagcacatch-up kayo sa isa't isa. 'Di ba, Hiro?",joy
"Shit, hindi ko alam kung paano maglaland!",fear
"Uhm, I think pipindutin ang button na 'to while pulling down the lever.",fear
Yo-yo ka dyan! What the heck are you guys doing here?!,anger
"Nice. I didn't even notice it,",joy
Ang sakit nun ha!,anger
Bigla  akong kinabahan dahil baka nalaman ni Papa ang nangyaring secret meeting sa pagitan ng apat  na tribes kaya niya kami pinapatawag. Baka nagalit siya dahil hindi namin sinabi or hindi man  lang kami nag-consult sa kanya.,fear
"""They're here,"" sabi ni Papa at ngumiti naman ang kasama niya.",joy
Yes. You're going with me.,joy
That it's dangerous. She's worried about us.,fear
"Do you sense that presence, too?",fear
"After all, dahil sa mga  Shinigami kung bakit nawala ang apat sa Great Seven, kasama ang asawa niya pati na si Mama.  Alam kong masakit pa rin para sa kanya lahat ng nangyari kahit ilang taon na ang nakalipas,  ganun din para kay Papa at kay Ma'am Michiko.",sadness
Napangiti naman ako habang tinitignan ko siyang maglagay ng contacts.,joy
Napatingin din ako sa paligid at may naramdaman akong kakaiba. I scanned the people around  us and I saw several suspicious-looking persons observing us.,fear
"Mauna na kayo. I'll just clean this mess. You know where it is, right?",anger
Napatingin din ako sa kalapit na building kung nasaan ang isa pang nagmamanman sa amin at  nakita kong sinusundan niya pa rin kami ng tingin.,fear
Napasandal na lang ako at huminga nang malalim.,fear
"Do you sense that presence, too?",fear
"Oo. Pero hindi ko alam kung saan nanggagaling. I can't locate him or her,",fear
He built a miniature plane before and they named it Kaoru. Mukhang nagawa na niya talaga ang project na 'yun.,joy
"Don't let go,"" Hiro said. And the next thing I knew, the Black Dimension was already closing  and I saw the pain in his expression.",fear
"Naramdaman ko rin ang lalong paghigpit ng braso ng Shinigami sa  leeg ko, to the point na hindi na ako makahinga.",fear
"H-Hiro... I tapped his face but he's not responding. ""Don't you dare die on me. Hiro...please, gumising ka.""",fear
Please...,fear
I'm sorry.,sadness
Sobrang natakot ako sa nangyari sa kanya. Nung nakita ko siyang unti-unting nawawalan ng malay kanina ay parang bagyong pumasok ulit sa isip ko lahat ng nangyari noong war. The deaths of the people I knew flashed on my mind…  ...especially Demi's.,sadness
"Natakot akong may mawawala na namang importante sa akin. I've already lost my mother, my  friend, comrades and teachers. I don't want to lose someone anymore.",sadness
"You did protect me,",joy
You almost died.,fear
"""But I'm still alive."" Bumitiw siya at hinarap niya ako sa kanya, ""And it's because of you. So don't say you're weak because you're not.""",joy
I think we ended up at the place we're looking for,fear
Anong gagawin natin?,fear
"""Let's keep an eye on the surroundings from here first. We need to wait for them before doing something. They're coming, right?"" Tumango naman ako as a confirmation.",fear
 Bigla naman akong may naramdamang presence na papalapit sa amin kaya naging alert ang isip  at katawan ko.,fear
What did you do? Two of your fatal points are in dire state.,fear
No. Those are called fatal points for a reason. Pwede kang mamatay kapag lumala pa ang injury mo.,fear
"""Dahil nalaman nilang nandito sa Japan si Naomi at Rainie. Of course, as one of the Great Seven,  they want to take her down,"" sagot ni Darwin.",fear
"""Wait, bakit pati ako?"" Naintindihan ko 'yung part about Hiro's mom pero bakit na naman nila  ako kailangan? Dahil pa rin ba sa kadahilanang ako ang anak ni Rielle/Akemi?",fear
N-no way. My eyes are not that...,fear
"""He's right,"" dagdag naman ni Hiro. ""Plus your eyes have different shades of green. It's peculiar.""",fear
Gusto kong sumunod sa kanila pero baka maging  pabigat lang ako sa kanila dahil sa injury ko.,sadness
They are in trouble.,fear
"Ako ang kailangan ninyo, hindi ba?!",anger
Napangiti ako dahil sinunod nila ako at mas minabuti nilang ituloy ang plano.,joy
Napatingin naman ako sa lalaking inatake ko. He's not moving anymore.,joy
"""Take me, if you can,"" malakas kong sabi at kinilabutan ako nung naramdaman ko ang sabay sabay na pagbukas ng ilang parts ng Black Dimension.",fear
I smiled triumphantly.  I fulfilled my role.,joy
 But I don't think I can last any longer because all of them lunged at me.,sadness
These Shinigamis are going to kill me.,fear
"Hindi ba, Mama?",joy
"Ako na muna ang bahala sa kanila,",anger
"""This'll temporarily numb the pain but you should not do anything reckless anymore. Got that?""  then after that, may cold sensation akong naramdaman na pumasok sa balat ko. It stung at first  but after some time, the searing and throbbing pain subsided.",joy
 Para akong nabunutan ng tinik nung hindi ko na masyadong maramdaman ang sakit ng balikat at  braso ko.,joy
"Naramdaman ko naman bigla ang tuluy-tuloy na pagbukas at pagsara ng Black Dimension sa  paligid namin at isa lang ang ibig sabihin nun--they are sending reinforcements and they really  know we're here. They must have known our plans, too.",fear
" ""Man, our plan is now messed up!"" sabay upo ni Nel sa kaliwa ko at sumunod naman si Krystal sa kanya.",fear
 Oh. A cute eyeglasses-wearing guy helped us,joy
"Napatigil naman ako sa pag-iisip nung naramdaman ko na naman ang pagbukas ng Black  Dimension, and this time, kinilabutan ako dahil sobrang laking parte ang unti-unting bumubukas.",fear
What the hell is this creepy feeling?,fear
"So you are really here, kid. Rielle's daughter.",joy
One more word and I'll behead you.,anger
"If you could, old hag.",anger
" You're going with us, whether you like it or not.",anger
Hindi ako sasama sa inyo kahit ano pang gawin n'yo. I'd rather die than being in your hands.,anger
"Then die,",anger
"""You really look like her,"" sabi naman nung lalaking katabi niya and for a second ay akala ko si  Darwin ang nakatingin sa akin. He must be his father.",joy
"It's been a long time, Izumi, Kurai.",joy
I have a bad feeling about this.,fear
"""I should have done this years ago,"" sabi naman ni Papa at kahit hindi ko nakikita ang expression niya ay naramdaman ko ang sakit sa bawat salitang binitiwan niya.",sadness
Go all out. Erase this place where she suffered a lot.,anger
"That's my plan from the very start,",anger
Hey! Where are you going?!,fear
Chase him!,anger
Heh. So ikaw ang anak ng traydor na 'yun?,anger
Ako nga. I am the daughter of Rielle. Do you have any problems with that?,anger
"I really find it frustrating when they label her as a traitor. Hindi siya tanggap ng Senshins at hindi  rin siya kinikilala ng Shinigamis. Kung ako nga ay nasasaktan para sa kanya ngayon, gaano pa  kaya kasakit ang naramdaman niya noon?",sadness
Gusto kong masaktan at umiyak para sa kanya pero alam kong ayaw niya 'yung mangyari. It's  exasperating but I know her hardships were for me.,sadness
"I won't let you touch him,",anger
"That's my girl. Kidding,",joy
"""Are you okay?"" tanong ni Darwin nung makalapit na siya sa akin.",fear
"Y-Yeah. By the way, nasaan si Hiro?",fear
"This system is complicated. Kapag nagkamali tayo ng password, mala-lock lahat ng files dito at hindi na natin mabubuksan kahit anong mangyari.",fear
So that means we only have one chance.,fear
"""Eyes can be me or shishen but—"" Pagkasabi ko nun ay nagkatinginan kami bigla at alam kong  halos pareho kami ng naisip. This 8-letter word password might be a wordplay. If that's the case, then…",joy
"Kailangan na nating umalis dito,",fear
The Shinigamis surrounding us were wiped out instantly.,joy
"As I was looking at my father taking down the building, I felt a sense of relief and sadness.  Seeing his actions, I know that he wanted to do this after all this time. He wanted to erase this  place where my mother suffered.",sadness
Nakatingin lang ako sa chip. Natatakot ako sa maaari kong malaman base sa data na nakalap  namin ni Darwin pero gusto kong makilala si Mama.,fear
Yeah. I'm scared to know the truth.,fear
"""Y-your arm!"" sigaw ko at halos isigaw ko ang pangalan ni Riye pero narealize kong kaming dalawa lang ang nandito ngayon.",fear
"Sorry, Rainie. Sorry if I can't say anything about your mother.",sadness
"To our ancestor, Ryou!"" sigaw nila habang nakataas ang mga sandata. ""Let this victory mark the  start of another era! Shinigamis!",joy
Bigla tuloy akong naguilty dahil hindi ko man lang ulit sila nakita para makapagpasalamat. They  are the reason why I survived the fight. If it weren't for them…,sadness
Tinanggal ko ang kamay ko sa mga mata niya at napangiti ako nung nakita kong   natutulog na siya.,joy
Inuna kong tignan ang pictures na nakalagay doon at halos  sumikip ang dibdib ko habang ginagawa ko 'yun.,sadness
Nararamdaman ko ang hirap  at sakit na dinanas niya. Alam kong sobrang hirap ng pinagdaanan niya base sa mga kwentong  naririnig ko pero ngayong nakikita ko ang nangyari ay mas malala pa pala 'to kaysa sa iniisip ko.,
"Please, let me hold her for the first and last time,",sadness
"""Is that your last wish?"" Tumango si Mama. ""I'll give you fifteen seconds. Cherish it.""",sadness
Parang lumubog ang puso ko nung narinig ko 'yun.,sadness
Nakatingin lang ako sa paanan ko dahil feeling ko ay maiiyak lang ulit ako kapag hinarap ko siya,sadness
Hindi ko pa kayang basahin ang iba pang files na nakalagay doon dahil sobrang bigat na kaagad ng pakiramdam ko.,sadness
"""Nakakamiss,"" bulong ko at tumango naman si Darwin.",sadness
"It's nice to see the both of you again,",joy
"""Sobrang isolated pala talaga natin dati,"" sabi ko sa kanya.",joy
"""Thanks for keeping me company,"" sabi niya at saka siya ngumiti.",joy
"Nag-enjoy din naman ako so no worries.""",joy
"You did the same, too. Kaya salamat din at ganun ang tingin mo sa akin.",joy
Dungeon. Sobrang sakit makita lahat ng 'yun. Sobrang sakit malaman lahat ng pinagdaanan niya para sa akin.,sadness
Nandito ako ngayon sa harap ng puntod niya. Kanina pa ako nakaupo rito dahil gusto ko lang  siyang makasama ngayong araw. Gusto kong nasa tabi niya ako ngayon dahil alam kong ilang  buwan siyang naging mag-isa nung nasa tiyan niya pa lang ako. I want to return her love for me.,sadness
Bigla namang tumulo ang luha ko habang inaalala ang lahat ng 'yun.,sadness
"I really admire you, Mama. You're so strong. And even if nobody's talking about you here  because they said you were a curse, you will always be my hero. It's just sad that you're not here anymore.",sadness
Pinunasan ko ang luha ko pero tuluy-tuloy pa rin silang tumutulo.,sadness
Ang daming what-ifs ngayon sa isip ko. Ang dami kong gustong gawin kasama sina Mama at  Papa pero alam kong hinding-hindi na 'yun mangyayari kahit ano pang gawin ko.,sadness
Hindi ko na napigilan ang sarili ko at napahagulgol na ako. ,sadness
"Sobrang sakit para sa akin na hindi  man lang kami naging buo, ni hindi man lang niya nakasama ang pamilya niya nang matagal.",sadness
"Kung ganito na kasakit para sa akin, hindi ko maimagine kung gaano kasakit ang naramdaman during those times.",sadness
She died in his arms.,sadness
"I don't know, he said and I saw the sadness in his eyes. ""These past few months, I've been recollecting some unfamiliar memories.""",sadness
There are memories inside my head that keeps on appearing even though I'm not that familiar  with them. It seems like I subconsciously pushed them away to the farthest place on my mind but  they're slowly coming back.,sadness
Memories when I was still a kid.,sadness
But remembering is just as worse as forgetting.,sadness
I was carried by someone. His whole body was bleeding and I can hear myself crying. I saw the President's face. The man holding me was saying something to him...,sadness
He said I should always protect Mom. For him.,sadness
"""Then I saw a dying woman."" I froze when I heard that.",sadness
" Halos lumubog ang puso ko dahil alam  ko kung sino ang tinutukoy niya. ""I can't remember all the things she said but she died smiling. I  remember being soaked in the rain in the arms of your father. His cries filled the place. After  that, my memories become hazy and I can't remember anything anymore.""",sadness
"Napatingin ulit ako sa puntod ni Mama at hindi ko akalaing namatay siya nang nakangiti. Really,  how strong are you, Mama? I can't believe she managed to put a smile on her face after all the  sufferings she experienced. Then I realized, it must be because of my father. After all, they were  together until the end.",sadness
Looking into your eyes made me feel better.,sadness
"Our truce might be turning into an alliance, finally.",joy
"""Hindi po ako makatulog."" Automatic na tumulo ang luha ko pagkasabi ko nun at agad kong  tinago ang mukha ko sa hood ng cloak na suot ko pero naramdaman ko ang kamay niya sa ulo ko.",sadness
You don't need to hide your tears.,sadness
Napatingin ako sa kanya at nakita kong tahimik lang siyang lumuluha habang nakatingin sa puntod ni Mama.,sadness
"Your mother did this to me, too. You really have the same actions.",sadness
"Wow. So binabantayan mo pala ang mga kilos niya, Papa.",joy
Pwede bang hayaan mo akong gawin 'to? I didn't have the chance to put you to sleep when you were still a child.,joy
You and your freaking sixth sense. Ubos na nga!,anger
"""Hello again,"" masayang bati ni Gemma sa amin.",joy
"""Whoa. Too many new faces!"" sigaw ni Nel nung nakalapit na siya sa amin.",joy
Still unstable but we're recovering. Thanks to all of you.,joy
"I just want to celebrate our victory, and of course, the end of our truce.",joy
Wow. That was a good point but you sounded like a humdrum politician.,joy
"Wow. Thank you, Darwin. I'm going to use this.",joy
"The next time we see each other, we should be the leaders.",joy
"Thank you,' rinig ko sa isip ko. 'Rainie.'",joy
" I, Rainie Lopez, bestowed with the name Akemi, will now lead and protect the Senshin tribe with  the best of my ability.",joy
I'm really excited for the future.,joy
Where is he?,sadness
"Do you want to see him?"" I nodded. ""Follow me.",sadness
"I'm back, Vince,",sadness
So you're also here.,sadness
I can't believe we're having our reunion right here.,sadness
"""Even though a lot of things happened, I'm glad that I still have the both of you,"" I said while keeping my tears from falling. ""So please...don't you ever dare to die on me, too.""",sadness
"""Stay still,"" I ordered. ""This will somehow soothe your mind.""",sadness
I should be the one saying sorry.,sadness
Sorry...Nathan...Nathalie…,sadness
"""It's not your fault, Nathan,"" bulong ko sa kanya. ""You're just a child that time.""",sadness
But because of me...,sadness
"He chose to protect you. He did everything to save our future so instead of being sorry, be thankful to your father. Will you do that for me, Nathan?",sadness
"At least, meron. This is the first time na may madadagdag sa batch natin.",joy
Sungit.,anger
Hi Mitsuo! Welcome to Atama family!,joy
Tss.,anger
What a rude guy.,anger
But what he did isn't nice.,anger
"The other member. 'Yung babae,",joy
Success! Nagulat ko siya!,joy
"At muntik ka na ring mapuruhan,",fear
"""Pfft. Hahaha! Labanan ba 'to ng facial expression? Ikaw, expressionless,"" sabay turo ni Michiko kay Hideo. ""Ito namang si Mitsuo parang laging galit!""",joy
"Sorry. Sinasabi niya talaga lahat ng gusto niyang sabihin,",anger
Tss. I want to get out of this place immediately. Why do I have to be with these people? I'm going to kick that old fart's ass when I get back.',anger
"Gising na si Hiroshi,",joy
I'll be back.,joy
"""We're really famous,"" sabay tawa ni Michiko dahil nga maraming nakatingin sa amin. ""Right, Hiroshi?""",joy
Tinatawag ka ng bata.,anger
Tsk!,anger
Are you afraid of kids? Or you just can't handle them?,fear
Take care of this snot. I need to do my job.,anger
"What?! Then I'll do that instead—!""",anger
Umaangal ka na ba ngayon?,anger
"Good boy, Vince,",joy
"Damn you, old fart, are you playing with me?!",fear
Mitsuo?,joy
Pffft! Para siyang mamamatay na!,joy
Damn! May mas malala pa pala kay Hideo sa paghahandle ng bata! Hahaha!,joy
Looks like you're interested with him.' ,joy
Aren't we the same?,joy
Yeah. I think so.,joy
"Well, being curious isn't bad.",joy
"""Wait,"" sabay hawak ko sa balikat niya. ""Don't touch her.""",anger
"""O ito, gamitin mo,"" sabi ni Michiko habang inaabot sa kanya ang gloves. ""Wag na 'wag kang hahawak ng bangkay with bare hands. Baka makuha nila ang fingerprints natin. You know, kakaiba ang katawan natin kaya siguradong magsususpect ang humdrum community."" ",anger
"Huh? Baliw ka ba? Kailangan mong baligtarin 'tong katawan para makita mo 'yun! Makikita tayo ng mga humdrum police! Baka bigla na lang tayong paalisin dito dahil ginalaw natin 'to,",fear
Ugh! Ang kulit!,anger
You only have three seconds. Kaya gawin niyo na lahat within three seconds,fear
Whoa! Akala ko 'di tayo aabot!,fear
Muntik na akong mamatay sa sobrang kaba!,fear
I'm...I'm falling…,fear
"Hideo, help me…",fear
Careful,fear
Bakit hindi mo binabasa?,anger
"I'm sorry, Naomi.",sadness
Saan si Mama? Saan si Papa?,fear
I'm sorry. I'm sorry.,sadness
What are you doing here?,anger
I should be the one asking that. What are you doing—!,sadness
"""Someone's coming,"" he whispered. ""Two of them, actually.""",fear
"""Relax,"" bulong niya. ""They won't see us.""",fear
How can you be so sure? They are—,fear
"Calm down. To conceal one's presence, you should always be coolheaded and unflustered.",fear
Hey.,joy
Yeah right. Nakita ko na so no need to hide it.,joy
"Damn it,",joy
"""Gusto ko silang mabasa,"" sabi niya habang nakatingin sa libro. Actually, me too.",joy
Well . . . siguro naman hindi ganun kahirap i-decode 'to.,joy
"Kahit naman hampasin ko siya ng tubo, wala pa ring expression 'yung mukha niya,",joy
Oo meron pero na kay Naomi na. Hiramin mo sa kanya kung gusto mo. Bye.,joy
What happened?,anger
Isn't that Miss Naomi of Atama family?,joy
"Oo nga! Wow, minsan ko lang makita ang members nila.",joy
"Sabi nila, she's one of the smartest woman inside this campus.",joy
"You look so confident and calculating outside but deep inside, you're anxious and insecure of yourself.",sadness
Sir Eiichi!,fear
"No need to panic, Naomi.",joy
"What do you mean by that, Sir?",fear
Mitsuo?,fear
"Damn it, where did he go—!",anger
What are you going to do now?,fear
That's what you get for following me.,anger
"Hey, stop it!",fear
W-what—,fear
"Shit, I said stop it!",anger
"These creatures can smell fear and they are attracted to it. If you don't want to attract more of them, calm yourself!",fear
"C'mon Naomi, calm down!",anger
"""Let me hold this for a while,"" I breathed. ""Please."" ",anger
Don't let go until you're really calm.,anger
Alright.,fear
"Why did you go to that place? After that, I can't hear anything anymore. Alam mo namang restricted place 'yun.",anger
"""I didn't notice,"" sabi ko naman. ""I was just following him.""",fear
"""Him?"" ",joy
Yeah. Him. He and Akemi are acting suspiciously. Don't you think?,fear
"""They are hiding their background,"" dagdag ko. ""And they must have a reason for doing that. I want to know those reasons.""",fear
"""You sound like Hideo,"" sabi naman ni Akira. ""Habang tumatagal, nagiging pareho na kayo ng takbo ng utak. Baka sa susunod niyan, hindi na namin kayo naiintindihan ha?""",joy
"Nathalie, listen. You should never allow anyone to invade your mind.",fear
"""Why, Mom?"" I asked and she smiled at me.",joy
"Because they might search for your secrets and weaknesses. The power of our family is a gift, and a curse at the same time.",fear
A curse?,fear
"Yes, child. Our minds are closed in default, hence, they will not be able to read them easily.",fear
"Yes, Mom.",fear
"A detective should always know how and who to follow, though.",fear
But I am not someone you can follow carelessly.,anger
"""Don't intimidate me,"" sabi ko at bigla kong naalala ang nangyari sa gubat noon. ""I won't allow you to intimidate me again.""",fear
Stop.,anger
Stop reading my mind.,anger
I . . . I didn't mean it.,fear
What?!,anger
W-where are you going?,anger
Bakit? Susundan mo na naman ako?,anger
Yes. Because you're too suspicious!,anger
Who boldly tells someone they follow that they are suspicious? I don't know if you're brave or just plain stupid.,anger
"""Hey."" I stepped forward and slapped him hard. ",anger
"""Call me anything but stupid because I am not."" After getting my fan from my side, I pointed it at him. ""Remember that and I hope it won't fade away from your memories.""",anger
"You're funny,",anger
And you're insane.,anger
You could say that.,anger
Really insane.,anger
This girl's punches and hits are really strong and hard. What the hell is she?,anger
I heard that.,anger
Shit.,anger
"I heard that, too.",anger
 You monsters. Are you serious?,anger
"""Matutulog ka na?"" tanong ni Akira no'ng papunta na ako sa kama. ""Wait! Samahan mo muna akong kumain sa plaza!""",joy
Chaperone ulit ako?,anger
Please?,joy
Fine.,anger
"Thanks, Naomi,' he said. 'I owe you one.'",joy
"Yeah, sure.",joy
"Sorry, Reina. Okay ka lang ba?",fear
Gusto mo ba ng ice cream?,fear
Yes! Yes! Yes!,joy
Ah! Kuya Misho!,joy
Kanina ka pa niya tinatawag.,anger
"Sama ka, Kuya Misho!",joy
Hanap ko si Hayate . . .,sadness
What?,anger
Why did you drag me into this?' ,anger
"I'm not the one who dragged you, though. It's her.'",anger
You know I don't like kids,anger
Then maybe it's time for you to change that.',anger
Tss. Stupid.',anger
Kuya Misho?,joy
"Tumama lang ang paa niya sa lamesa, Reina,",joy
What the hell are you doing?!,anger
Ohh. 'Di ba si Naomi 'yon ng Atama family?,joy
"Si Mitsuo rin! He's the newest guy in the Atama family, right?",joy
Whoa. He looks so cool.,joy
He looks angry.,fear
I told you not to call me stupid. Cool your head off and stay with her.,anger
"Umalis na. He's on a mission right now. Anyway,"" sabay adjust niya sa position niya para nakaharap siya sa akin. ""What's the deal between you and Mitsuo? Mukhang nagiging malapit na kayo ah?",joy
He's annoying. Calling me stupid and funny. Who is he anyway? Damn him.,anger
"""Pfft."" Bigla namang tumawa si Akira kaya tinignan ko rin siya nang masama. ""Bukod sa pagsosolve ng crimes, ngayon lang ulit kita nakitang ganito kafrustrated.""",joy
"""Pero, wait. Seryoso ka ba sa ginawa mo? Iniwan mo si Reina kasama si Mitsuo?"" ",fear
"But he doesn't like kids, right? Paano kung iwanan niya na lang bigla si Reina doon?",fear
Oh! Sila Hideo!,joy
What happened to Rei-,fear
"Please stop hitting me,",fear
"Kanina, nakasalubong namin sina Hideo at Mitsuo. Tapos 'di ba parang laging aloof siya kay Naomi pero nagulat kami nung lumapit siya sa kanya. Tapos—",joy
"Stop it, Akira!'",anger
