sentence,emotion
"""I think we ended up at the place we're looking for,"" sabi niya at maging ako ay natulala sa nakita namin.",fear
"""Let's keep an eye on the surroundings from here first. We need to wait for them before doing something. They're coming, right?"" Tumango naman ako as a confirmation.",fear
"""No. Those are called fatal points for a reason. Pwede kang mamatay kapag lumala pa ang injury mo.""",fear
"""Dahil nalaman nilang nandito sa Japan si Naomi at Rainie. Of course, as one of the Great Seven, they want to take her down,"" sagot ni Darwin.",fear
Gusto kong sumunod sa kanila pero baka maging pabigat lang ako sa kanila dahil sa injury ko. Sinubukan kong igalaw ang braso ko at konting galaw lang ay sobrang sakit ang nararamdaman ko sa balikat ko. I think I won't be able to use my right limb.,sadness
"""Ako ang kailangan ninyo, hindi ba?!"" sigaw ko at napatingin silang tatlo sa akin. I immediately reached Hiro's and Darwin's mind to warn them.",anger
Napatingin naman ako sa lalaking inatake ko. He's not moving anymore.,joy
"""Take me, if you can,"" malakas kong sabi at kinilabutan ako nung naramdaman ko ang sabay-sabay na pagbukas ng ilang parts ng Black Dimension.",fear
"Nakita ko sina Krystal at Nel sa tabi ko, and Nel's words gave me a little strength.",joy
"Naramdaman ko naman bigla ang tuluy-tuloy na pagbukas at pagsara ng Black Dimension sa paligid namin at isa lang ang ibig sabihin nun--they are sending reinforcements and they really know we're here. They must have known our plans, too.",fear
"""Says the most reckless one,"" dagdag naman ni Nel at tinignan siya nang masama ni Krystal pero tinawanan lang siya. Napangiti naman ako dahil kahit papaano ay natulungan ko sila.",joy
"""Man, our plan is now messed up!"" sabay upo ni Nel sa kaliwa ko at sumunod naman si Krystal sa kanya.",anger
"""Oh. A cute eyeglasses-wearing guy helped us,"" sabi ni Nel at nag-gesture pa siya ng eyeglasses sa kamay niya at saka nilagay sa mga mata niya. ""Heck, that ride was so fast I thought I'd throw up.""",joy
"""Hindi ako sasama sa inyo kahit ano pang gawin n'yo. I'd rather die than being in your hands.""",anger
"""Then die,"" sabi nung lalaki at bigla siyang sumugod sa amin.",anger
"""I should have done this years ago,"" sabi naman ni Papa at kahit hindi ko nakikita ang expression niya ay naramdaman ko ang sakit sa bawat salitang binitiwan niya.",sadness
"""Hey! Where are you going?!"" sigaw ni Nel nung bigla akong tumakbo.",fear
Napatigil ako sa paglalakad at hinigpitan ko ang hawak sa arrow ko. Lalong lumakas ang ingay at kasabay nun ay ang pagbilis ng tibok ng puso ko dahil hindi ko alam kung ano ang paparating sa akin.,fear
"""Ako nga. I am the daughter of Rielle. Do you have any problems with that?""",anger
"I really find it frustrating when they label her as a traitor. Hindi siya tanggap ng Senshins at hindi rin siya kinikilala ng Shinigamis. Kung ako nga ay nasasaktan para sa kanya ngayon, gaano pa kaya kasakit ang naramdaman niya noon?",anger
Gusto kong masaktan at umiyak para sa kanya pero alam kong ayaw niya 'yung mangyari. It's exasperating but I know her hardships were for me.,sadness
"""Are you okay?"" tanong ni Darwin nung makalapit na siya sa akin.",fear
"""Y-Yeah. By the way, nasaan si Hiro?"" Magkasama sila nung pumasok sila rito. Bakit wala siya ngayon?",fear
"Sandali ko lang 'yun nakita pero naghalu-halo na ang emosyon ko dahil doon. Seeing myself as a baby, held by my mother while she's smiling made me feel so special.",joy
Nakatingin lang ako sa chip. Natatakot ako sa maaari kong malaman base sa data na nakalap namin ni Darwin pero gusto kong makilala si Mama.,fear
Ganito na naman. Ako na naman ang dahilan. I'm always dragging them into my own mess. I thought I'm strong enough to defend myself and it's my turn to protect them but it all comes back to me being the one to be protected. I hate it. I hate this feeling.,anger
"""To our ancestor, Ryou!"" sigaw nila habang nakataas ang mga sandata. ""Let this victory mark the start of another era! Shinigamis!"" Another round of thunderous roar filled the surroundings.",joy
Bigla tuloy akong naguilty dahil hindi ko man lang ulit sila nakita para makapagpasalamat. They are the reason why I survived the fight. If it weren't for them...,sadness
Inuna kong tignan ang pictures na nakalagay doon at halos sumikip ang dibdib ko habang ginagawa ko 'yun.,sadness
Gusto kong maalala ang nangyari noong bagong silang pa lang ako. I want to feel that I was held by my mother during her last moment. I want to remember it all but I can't.,sadness
Hindi ko pa kayang basahin ang iba pang files na nakalagay doon dahil sobrang bigat na kaagad ng pakiramdam ko. Maybe visiting our former school will help me lessen the pain.,sadness
"""It's nice to see the both of you again,"" bati niya sa amin at napansin kong wala siyang suot na contacts kaya kitang-kita ang green eyes niya.",joy
"""Thanks for keeping me company,"" sabi niya at saka siya ngumiti.",joy
"Nag-enjoy din naman ako so no worries.""",joy
Nandito ako ngayon sa harap ng puntod niya. Kanina pa ako nakaupo rito dahil gusto ko lang siyang makasama ngayong araw. Gusto kong nasa tabi niya ako ngayon dahil alam kong ilang buwan siyang naging mag-isa nung nasa tiyan niya pa lang ako. I want to return her love for me.,sadness
It's really painful and I'm sure ganito rin ang nararamdaman ni Papa lalo na't nakita niya pa mismo ang pagkamatay ni Mama.,sadness
"""I'll listen,"" sabi ko sa kanya. Napatingin siya sa akin at saglit siyang ngumiti.",joy
"""I was carried by someone. His whole body was bleeding and I can hear myself crying. I saw the President's face. The man holding me was saying something to him..."" Biglang naputol ang pagsasalita niya at nakita kong tumutulo na ang luha niya. I don't know why but I can feel his pain, as if I'm also there. Hindi ko namalayan na umiiyak na rin pala ako.",sadness
"""Then I saw a dying woman."" I froze when I heard that. Halos lumubog ang puso ko dahil alam ko kung sino ang tinutukoy niya. ""I can't remember all the things she said but she died smiling.",sadness
"""You don't need to hide your tears."" Napatingin ako sa kanya at nakita kong tahimik lang siyang lumuluha habang nakatingin sa puntod ni Mama.",sadness
"""You and your freaking sixth sense. Ubos na nga!""",anger
"""Hello again,"" masayang bati ni Gemma sa amin.",joy
"""I just want to celebrate our victory, and of course, the end of our truce.""",joy
"""Wow. That was a good point but you sounded like a humdrum politician."" Nagtawanan naman silang lahat nung sinabi 'yun ni Nel kaya medyo nahiya ako pero napangiti pa rin ako dahil mukhang nag-agree sila sa akin.",joy
"""Thank you,"" rinig ko sa isip ko. ""Rainie.""",joy
"Pagtingin ko, lumapit siya sa grave nina Akira at Mayu. She placed flowers in front of their graves and prayed.",sadness
The war has just ended three days ago and Tantei High is still grieving for the Senshins who lost their lives. May madadagdag na namang graves dito.,sadness
"""I can't believe we're having our reunion right here,"" sabi ni Michiko at nakita kong tumulo ang luha niya. May naramdaman akong presence sa likuran at pagtingin ko, nandoon na rin si Hideo. Nakatalikod siya sa amin at nakatingin lang sa langit.",sadness
Nagulat naman ako nung biglang may tumulong luha sa mga mata niya at parang bumagsak ang puso ko nung nakita ko 'yun.,sadness
"""Hi Mitsuo! Welcome to Atama family!"" masayang sabi ni Akira.",joy
Napatingin naman ako doon kay Mitsuo at halos magkasalubong na ang kilay niya. What a rude guy.,anger
"""The other member. 'Yung babae,"" sabay ngiti niya nang nakakaloko.",joy
"""We're really famous,"" sabay tawa ni Michiko dahil nga maraming nakatingin sa amin.",joy
"""Right, Hiroshi? Paglaki mo, ikaw naman ang titignan. Kaya kailangan pogi ka. At huwag na huwag kang tutulad kay Hideo o dito sa Mitsuo na 'to. They have dead face.""",joy
"Kahit ba bata, hindi niya rin papansinin? Okay, I have enough of his rudeness.",anger
"""Good boy, Vince,"" sabay tawa nung matanda na parang nang-aasar.",joy
"""Wait,"" sabay hawak ko sa balikat niya. ""Don't touch her."" Tumingin ako kay Michiko at nag-summon kaagad siya ng gloves.",fear
Nagising ako habang hinihingal at pawis na pawis. The same nightmare again. Damn. Hindi na effective ang binigay na gamot ni Dr. Miwako.,anger
Bigla ko namang narinig ang boses nina Sir Kyo at Sir Tora habang naglalakad kaya nagpanic ako. They won't tolerate this kind of rulebreaking.,fear
"Tumayo muna ako para kumuha ng scratch paper at pen para sa aming dalawa. Hindi ko rin napigilan ang pagngiti ko. I can't believe I'm getting excited with this. Learning something new is, indeed, thrilling.",joy
Winidthraw ni Sir Kyo ang short blade niya at kita naman sa mukha ni Mitsuo ang inis.,anger
"This time, ako naman ang nagbago ang expression. I would accept it if he said something like strange, odd or brave but describing me as stupid? Wow. This guy got some guts.",anger
Automatic na gumalaw ang paa ko at sinipa ko siya sa ilalim ng mesa. He felt the pain but he gritted his teeth and glared at me.,anger
"""I told you not to call me stupid. Cool your head off and stay with her."" Pagkatapos kong sabihin 'yon ay nagmartsa ako palabas.",anger
"Well, that guy is frustrating. Nakakainis siya.",anger
"""Tapos—hahahaha! Sabi sa kanya ni Mitsuo, ""please stop hitting me"" tapos natulala lang si Naomi kanina at napasagot siya ng ""okay"" My gosh kung nakita mo lang 'yung itsura nila kanina! Nakakatawa talaga!""",joy
"""It's been a long time since I fought seriously,"" mahinang sabi ni Mitsuo. ""Time to devour the enemies.""",joy
My knees gave up on me as I feel the pain coursing through my leg. Nagpanic ako dahil baka makita itong opportunity ni Haruka para umatake pero mas pinili niyang tumakbo sa direksyon ng kasama niya.,fear
"""Sorry! Hindi ko sinasadya. Dahil sa hangin, nagbago 'yung trajectory ng target.""",fear
"""I felt responsible for what had happened."" Napatigil naman ako no'ng narinig ko 'yon kay Mitsuo.",sadness
"""Pero kung naging mas mabilis ako sa kilos ko, sana hindi kayo nandito. I was there but I can't even protect both of you. I'm a man but I let two girls to get hurt in front of me.""",sadness
"""I didn't expect him to be a gentleman. Ang tumatak na impression ko sa kanya ay short-tempered and cold pero ngayon ay nasaksihan ko ang pagiging caring niya. Wow.""",joy
Lumayo siya sa akin at kinabahan ako sa pagsigaw niya. I can definitely feel his rage and I know that I have crossed the line.,fear
"""Stay away from me,"" malamig niyang sabi at saka nagmartsa papunta sa pintuan.",anger
"""What the hell are you doing?!"" sigaw niya pero hindi ko siya pinansin at tinulak ko siya papupo sa bench. As usual, he just glared at me and I raised my brow.",anger
"""Don't get the wrong idea,"" malamig niyang sabi.",anger
"Sure, the night is cold, but my body trembled because of his bone-chilling memories. Dahan-dahan kong kinalma ang sarili ko at tinignan ko siya nang masama pero hindi ko inaasahan ang nakita ko.",fear
"""Yes, that's because I have the same symptoms written on the book."" Pagkasabi ko no'n ay saglit na natawa si Mayu kaya naman nagtaka ako.",joy
"""You're really funny,"" dagdag niya pa kaya sinamaan ko siya ng tingin.",anger
"""Because you're making it harder for me to leave."" Pagkasabi niya no'n ay may kung ano akong naramdaman pero hindi ko alam kung ano. Huminto lang ako sa paglalakad pero hindi ko siya nilingon. ""You keep on appearing and I don't know how to deal with you, that's why I want to end this here. Let's stop this.""",sadness
"""But . . . I like you,"" I breathed and my voice trailed off. I was frustrated and desperate because I can't understand a thing, that I ended up saying those words. Gusto kong bawiin ang mga salitang 'yon pero hindi ko alam kung paano.",sadness
"Naaalala ko na naman. Ni hindi ko nga alam kung ano ang kailangang itigil. I was pretty sure it was a one-sided affection but that statement confused me more, and confusion was one of the things I hate the most.",anger
"Kumain lang kami at naghintay ng ilang oras pero nagulat na lang kami nang biglang bumukas ang pinto. Akemi was catching her breath as she stared at us, as if she'd seen a ghost.",fear
"""Thank you for everything,"" bigla niyang sabi kaya napatingin ako sa kanya. He was staring at the sky with a relaxed expression.",joy
They didn't answer and that made me frustrated.,anger
"""I shouldn't get too attached to them. This is just a mission and during a mission, you should set aside your feelings or you'll end up failing or worse, dead. Habang tumatagal ako rito, mas lalo lang akong naguguluhan. Sometimes, I feel too comfortable, I keep forgetting that I do not belong here. That I am not a Senshin.""",sadness
"Kita sa mga mata niya ang pag-aalala at alam kong dahil 'yon sa binabalak ko. After all, he lost his daughter because of a mission as uncertain as this.",sadness
Magsasalita na sana ako pero pareho kaming napatigil. Both of us felt a bone-chilling presence lurking around us. My senses weren't fully working yet but enough to be conscious of the danger we're about to face.,fear
Magtatanong pa lang sana ako kay Mitsuo pero nagulat ako nang bigla na lang nawala ang lalaki. Instinct took over me and I chose to part from him. I pushed him and let myself fall to the ground. The pain almost knocked me unconscious but I managed to keep myself alerted.,fear
Nanatili akong nakaupo at nanginginig ang buong katawan ko sa takot. The Huntres looked like he's ready to kill anyone and Mitsuo felt different.,fear
"""Being curious about something or someone isn't bad, but sometimes, it can be dangerous. Just like what you did."" Bigla naman siyang lumingon kaya napatigil ako nang magkaharap na ang mga mukha namin. ""You risked your life to find me and when I found you unconscious, for the first time, I felt scared.""",fear
"Bigla naman akong nalungkot. Shou is considered as a great man who established the Senshin tribe. Ishida Jikko did what he thought was justifiable but to Shou, he defied the ethics of a Senshin. It must be the differences between their beliefs.",sadness
"""Be alert. Someone's here,"" mahinang sabi ni Mitsuo at agad ko namang hinawakan ang pamaypay ko.",fear
"Napangiti naman ako habang nakatingin sa likod niya. I know that he's a disaster, someone that could ruin me, but I can't help being drawn to him.",joy
"""Do you have someone you like?"" I asked, breaking the silence. Hindi ko siya tinignan dahil natatakot akong makita ang expression niya.",fear
"So what I had said before was still on his mind. I like him, yes, but I do not know why. Ngumiti ako sa kanya at siya naman ang nagulat.",joy
"Nagsimula naman siyang maglakad kaya agad akong sumunod sa kanya pero napapahinto ako kapag may naririnig akong sumisigaw. Their howls were a mixture of pain and anger, sounds that could trigger anxiety to others.",fear
Napatingin ulit ako sa gubat at lalo akong natakot dahil kakaiba ang mga nakikita kong puno at halaman. They looked endemic and several of them were peculiar and unnatural.,fear
"One of them looked at me and their green eyes were intense and terrifying, as if emeralds were embedded on their iris. Nagtago ako sa likuran ni Mitsuo dahil kakaiba ang tingin nila sa akin at hindi ko rin alam kung ano ang kaya nilang gawin.",fear
"""Let's go,"" bulong ni Mitsuo pero hindi ako gumalaw dahil kakaiba talaga ang pakiramdam ko sa lugar na 'to.",fear
"Wala akong nagawa kundi ang magpahatak sa kanya at sinundan naman namin ang tatlong lalaki. When we entered the forest, the sunlight was immediately blocked by the tallest and bulkiest trees, making it more frightening.",fear
"Hindi ko alam kung ilang minuto o oras kaming naglakad, at kung ilang beses akong napasigaw at nagpanic dahil sa iba't ibang hayop at halaman na pwedeng maging dahilan ng pagkamatay ko. My right hand was still held by Mitsuo while my left was lingering on my weapon in case something goes wrong.",fear
"""Wait, what are you doing? Mitsuo!"" sigaw ko habang hinahatak nila ako palayo. Mitsuo just gave me an apologetic look and he didn't move from his spot.",fear
"""What's happening? Saan nila ako dadalhin?"" I asked and I could feel the panic rising in my throat.",fear
Kung anu-ano na ang tumatakbo sa isip ko dahil sa mga nangyayari at hindi ko alam kung ano ang gagawin. This wasn't my usual self and I felt frustrated because I can't think properly. Everything happened so fast and I have no idea what to do.,anger
"Napahawak ako sa ulo ko nang marinig ko 'yon. I could hear someone who could use his inner voice and his thoughts were disturbing. I tried to ignore his thoughts but they were too overwhelming. All I could see were blood, a mountain of corpse and green eyes.",fear
Hindi na ako makahinga at nilalamig ang buong katawan ko dahil sa nangyari. Different thoughts from several Erityians who could use their inner voices reached my mind and they were driving me crazy.,fear
Kinilabutan naman ako sa sinabi niya at hindi ko alam kung dapat ko ba siyang seryosohin. I decided to peek at the small opening I had discovered a while ago and saw a lifeless body slumped to the ground. A shriek of horror escaped from my mouth when I realized that the head was missing from the body. Sinara ko kaagad ang bintana at napasandal ako sa pader habang nakatingin kay Naia.,fear
"Itinigil ko ang pagbabasa sa isip niya dahil nakaramdam ako ng awa. She should be playing with other children, enjoying her youth, yet here she is, living in a place of cruelty and violence.",sadness
Natahimik pagkarinig ko no'n at hindi ko alam kung saan ako mas nagulat—her parents' death or her knowledge about it. Hindi ko napigilan ang sarili ko at niyakap ko siya. Ang bata niya pa para maranasan at malaman ang mga bagay tulad nito at nalulungkot ako dahil sa ganitong lugar siya nakatira.,sadness
"Hindi ko alam kung ilang oras akong nakaupo lang doon, pinipilit tanggalin ang mga alaalang hindi naman sa akin. I repeatedly said the names of my friends and comrades but I felt the panic rising in my throat when I couldn't visualize their faces.",fear
"""Did you really . . ."" Hindi ko na naituloy ang sasabihin ko dahil umagos ang luha ko.",sadness
"""You killed my parents because you were afraid of my mother's ability?"" marahan kong tanong habang tuluy-tuloy na ang pag-agos ng luha sa mukha ko.",sadness
"Halos hindi ako makahinga nang maalala ko ang mga taong 'yon at hindi ko akalaing magagawa ko silang kalimutan. I realized I lost my own memories for several minutes and it terrified me to the core. However, Mitsuo's memories helped me remember them and I felt guilty after forgetting my own life.",fear
"""I thought I would go mad. I was scared,"" sabi ko sa kanya at naramdaman ko ang paghigpit ng hawak niya sa kamay ko.",fear
"""I'm scared. I want to leave this place,"" sabi ko sa kanya.",fear
"""I can still remember she said when she was about to die."" Tumingin naman siya sa akin at bumilis ang tibok ng puso ko sa pagtitig niya. ""The sin of the parents is not the sin of the child. Please take care of her."" Those were her last words.",sadness
"""Because I felt guilty, knowing that your parents, my friends, died because of me and my family,"" he replied and I could see the remorse and sincerity in his eyes. Nagulat naman ako nang bigla siyang lumuhod sa harapan ko at yumuko.",sadness
"""Why are you saying sorry?"" tanong ko. Hindi ko alam pero nasaktan ako sa sinabi niya.",sadness
"""Stop discrediting yourself, Vince,"" mahina kong sabi.",sadness
"""Then does that mean what you did was a mistake?"" tanong ko habang pinipigilan ang luha ko.",sadness
"May narinig naman akong pagkatok sa pinto kaya napatingin ako ro'n. It was followed by two knocks, then three more. Napangiti naman ako at naalala ko ang sinabi niya noon.",joy
"""It suits you,"" he said, cutting me off. Bumilis naman ang tibok ng puso ko sa sinabi niya at tinignan ko rin siya. He was wearing a black yukata and he looked cool with it.",joy
"Nilapitan niya ako at hinawakan ang kamay ko. Even though we have been together, he could still make my heart flutter with his simple gestures.",joy
"Umupo ako sa gilid ng kama at nakita ko ang mga litrato na nakapatong sa ibabaw ng mesa—our childhood photos; Hideo and me; Akira, Akemi and me; the Atama family; and my own family. Sometimes, I wish life could be preserved just like moments into photos but I know that it's impossible.",sadness
"""How's Hideo?"" tanong ko naman nang maalala ko ang nangyari sa Medical department pero hindi ako sinagot ni Vince. ""Why? What happened to him?""",fear
"""Hideo,"" tawag ko, umaasang naririnig niya ako, ""don't give up. I know it's hard but you can't give up . . . for the sake of Akemi and for us.""",sadness
"""I've never seen him this frail,"" sabi naman ni Michiko.",sadness
"I was scared that his memories would replace mine, just like what happened in Shima.",sadness
"""He's fine. He's turning one in two months,"" sabi ko at naalala ko ang nangyari kanina. He's fine. Maybe I was telling that to myself.",joy
"""Who are you to decide what she deserves?"" tanong ko at pinatigil ko ang oras nila. I attacked them using my fan and two of them fell down.",anger
"""I'll protect him with my life so don't worry,"" dagdag niya at agad na tumulo ang luha ko.",sadness
"I don't care!' sigaw niya. ""You said you'll protect me, right? Then keep moving! Pupunta ako sa campus sa ayaw at sa gusto mo.""",anger
Napaupo na ako nang makita ko kung paano niya pinugutan ng ulo ang Elite na kalaban niya . . . at kung paano siya sinaksak sa puso ng Elite na 'yon.,fear
"""Tell Nathan that he should fulfill my wish,"" sabi niya habang nakangiti at nagtuluy-tuloy ang agos ng luha ko.",sadness
"""I'm sorry for saying that earlier. The truth is, I am scared that you will forget me.""",fear
"""Gusto kong makilala si Papa pero wala naman siyang pictures at ayaw ko namang pilitin si Mama,"" she once said in her inner voice.",sadness
"Ilang taon na ang nakalilipas pero gano'n pa rin ang nararamdaman ko. I tried connecting to people but I failed. No matter who or how many they are, they can never heal these invisible wounds.",sadness
"""Sorry, it's just that . . . I miss your father so much,"" pag-amin ko habang pinipigilan ang nagbabadyang luha sa mga mata ko.",sadness
It has been more than a decade but it felt like yesterday. My memories were still vivid and it still hurt after all this time.,sadness
"Three minutes, seven seconds. Iyon na ang oras na lumipas pagkatapos niyang sabihin 'yon. I couldn't hide the grin on my face anymore. Finally, we're going to do that.",joy
"""Kana, tama ang narinig ko, hindi ba?"" I asked. ""Crap, I'm getting excited.""",joy
"""Calm down, J. The meganerds are judging you again,"" sabi niya at tinignan ko naman nang masama ang dalawa.",anger
"""Ako pa. Anyway, we still have 361 days, four hours—""",anger
"""Hey, do you think we can do this? Do you think we can graduate on time?"" tanong ko sa kanya habang naglalakad kami pabalik sa dorm.",fear
School has always been a monotonous process to me. I did well but it wasn't fun. Hindi naman ako tulad nina Hayate at Hiroshi na mahal talaga ang pag-aaral. I was just going with the flow because we needed it.,sadness
"""Oops. Gotta go,"" sabi ni Hiroshi at tumaas naman ang kilay ni Kana.",fear
"""Yup. Some last-minute reminders from Sir Eiichi,"" sagot ko naman.",joy
"""Hey, are you telling me to go away?"" napalakas kong sabi kaya napatingin sila sa amin.",anger
"""Kind of,"" sabay tanggal niya ng kamay ko sa balikat niya.",anger
"""Maybe that's why he grew up like that,"" dagdag pa ni Hiroshi.",anger
"""Sir, question,"" sabay taas ng kamay ng isang taga-Mimi. ""What if we failed to record on a daily basis?""",fear
"""He was killed ten hours ago,"" dagdag ko naman nang mahawakan ang paa niya. ""But he was butchered an hour after he died.""",sadness
"""You felt it, too?"" tanong ni Hayate",fear
"I felt a faint yet eerie presence, similar to what we felt earlier. Nilibot ko ang paningin ko pero kaming dalawa lang ni Hayate ang nandito sa lugar na 'to.",fear
"""Looks like we have a visitor,"" sabi ko at natahimik naman sina Hiroshi at Kana sa kabilang linya.",fear
"""Who are you?"" tanong ko pero tinitigan niya lang ako at hindi ako nakagalaw dahil sa takot.",fear
"""Shinigamis?"" rinig ko sa boses ni Hiroshi galing sa device pero hindi namin siya sinagot. Mas mabuti nang mag-focus sila sa paghahanap ng clues. ""Don't en—hey, where are you going?""",fear
"""Are you okay?"" tanong niya at sakto namang dumating din si Hiroshi na mukhang tumakbo papunta rito.",sadness
"""What happened?"" tanong ni Hiroshi habang nakatingin kay Hayate.",sadness
"""Anyway, we need to go,"" pag-iiba ni Hiroshi habang nagta-type sa KT. ""We found a crucial clue.""",fear
"""Yes,"" agad na sagot ni Hiroshi. ""All the current hits and searches about Rick Torres were concentrated in that area and there's a high probability that he is around there.""",fear
"Look at what you did,"" sabay turo niya sa mga wala nang malay na lalaki. ""We didn't even get a single information from them.",anger
"I punched his chest in return. ""Did you say something?"" inosente kong tanong habang nauubo siya.",anger
"""P-pinadala niya ba kayo rito?"" tanong niya habang nakatingin sa tatlo na ngayon ay naglalakad na papunta sa amin. ""You set me up! H-hindi ako a-ang pumatay sa kanya!""",fear
Pagkabasa ko no'n ay napatingin ako sa wala nang malay na Rick Torres at naintindihan ko na kung bakit gano'n ang ikinilos niya kanina. He was living in fear for the past three years because of this guy who wanted to set him up as the murderer.,sadness
"""High probability,"" sagot ni Hayate.",fear
"""Who's that?"" tanong ni Hayate.",fear
"Pumunta kami sa main gate para magtanong pero may kakaiba akong naramdaman sa lugar na 'yon. I instinctively reached for my dagger but I realized I only brought a taser and a handcuff. But what surprised me was the guard did the same thing—his hands hovered over his holster, as if he felt some kind of danger.
",fear
"""Did you feel something a while ago?"" tanong ko ulit sa kanya.",fear
